상호명,전화번호,주소,평점,리뷰수,홈페이지
내아이처럼치과의원,053-587-1275,대구 달성군 다사읍 달구벌대로 855 2층,5.0,0,http://www.mychildren.net
서대구오늘치과의원,053-562-2080,대구 서구 서대구로 138,5.0,0,#none
한진욱치과의원,053-524-2804,대구 달서구 달구벌대로 1491 향군회관 4층,4.4,0,http://www.ibeautydent.co.kr
늘사랑치과,053-751-2825,대구 수성구 달구벌대로 2501,0.0,0,#none
맥치과의원,053-745-2876,대구 수성구 달구벌대로 2398 3층,3.7,0,http://www.맥치과.kr
지수치과 교정과치과의원,053-425-6200,대구 중구 국채보상로 622 대일타워 7층,5.0,0,http://jisooortho.com
시지바름플란트치과의원,053-793-7528,대구 수성구 달구벌대로 3220 2층,5.0,0,#none
서울탑플란트치과의원,053-744-2804,대구 수성구 동대구로 353 3층,3.3,0,http://www.서울탑플란트치과.com
민들레치과의원,053-423-2815,대구 수성구 들안로 416 청운신협 4층,4.0,0,#none
신세계치과의원,053-710-2090,대구 동구 동촌로 242 다산빌딩 7층 701호,4.6,0,http://www.newdt.co.kr
연합치과후치과의원,053-983-2804,"대구 동구 동촌로 231 4,5층",4.1,0,http://www.huimplant.com
대구민치과의원,053-524-7722,대구 달서구 당산로 27 카동 201호,5.0,0,#none
서울바른치과교정과치과의원 대구점,053-252-2885,대구 중구 동성로1길 15 6층,3.7,0,http://seoulbarundg.com
스마트치과의원 서부점,053-653-9999,대구 남구 월배로 468 한영유니존빌딩 3-4층,4.5,0,https://smart-d.kr/
팔달리더스치과,053-716-0428,대구 서구 팔달로 152 비산호창메디타워 2층,5.0,0,#none
배성민치과교정과치과의원,053-252-8898,대구 중구 달구벌대로 2149 반월당타워 4층,2.8,0,http://www.baeortho.co.kr
굿플랜치과의원,053-326-7522,대구 북구 학정로 427 4층,5.0,0,https://goodplandent.co.kr/
디지털온치과의원,053-642-1600,대구 달서구 월배로 170 정우빌딩 5층,,0,http://ondental.co.kr
바른길구강악안면외과치과의원,053-634-7800,대구 달서구 송현로 38 4층,2.8,0,#none
범어성치과의원,053-752-2455,대구 수성구 동대구로 345 범어역우방유쉘 상가 3층 301호,4.8,0,http://www.sungzorthod.net
윌치과병원,053-741-1100,대구 수성구 달구벌대로 2510,5.0,0,#none
설플란트치과의원,053-631-2275,대구 달성군 화원읍 비슬로 2595 3층,0.0,0,#none
김성교치과의원,053-281-1102,대구 중구 국채보상로 657 2층,3.5,0,#none
라이프치과의원,053-323-9911,대구 북구 대천로 91 진보빌딩 3층,4.0,0,#none
우리아이치과의원,053-557-1275,"대구 달서구 달구벌대로 1666 감삼스퀘어 6층 604,605호",0.0,0,#none
대구예스타치과의원,053-719-3345,대구 중구 중앙대로 366 반월센트럴타워 16층,4.4,0,http://www.yestar.kr
도남연세치과의원,053-314-2288,"대구 북구 도남중앙로7길 2 골드드림타워 2층 203,204호",5.0,0,#none
예동M치과의원,053-472-7528,대구 남구 명덕로 334,5.0,0,#none
김민정치과의원,053-359-0009,대구 북구 호암로 30 3층,5.0,0,#none
장윤제치과의원,053-752-9797,대구 수성구 달구벌대로 2297 2층,4.0,0,#none
닥터박치과의원,053-759-2875,대구 수성구 범어천로 186 범어메디컬빌딩 303호,4.1,0,#none
이재용치과의원,053-473-2828,대구 남구 봉덕로 41 동영빌딩 7층,4.7,0,#none
시온치과의원,053-253-7572,대구 중구 중앙대로79길 13 1층 102호,5.0,0,#none
김앤박치과의원,053-323-2804,대구 북구 학정로 419 동천동빌딩 4층 402~403호,,0,https://blog.naver.com/knpdc2018
오성치과병원,053-794-6000,대구 수성구 욱수천로 115 2층,3.4,0,#none
예사랑치과의원,053-358-2828,대구 북구 팔달로 167 2층,5.0,0,#none
강남치과의원,053-954-0808,대구 동구 신암로 100 강남메디칼빌딩 501호,5.0,0,#none
침산이튼튼치과의원,053-356-7575,대구 북구 침산로 173 시그니처타워 3층,5.0,0,https://www.instagram.com/e_teunteun_dental_clinic/
동신치과의원,053-382-2875,대구 북구 동북로 163 대우아파트상가,1.0,0,#none
성서치과의원,053-581-8389,대구 달서구 달구벌대로 1334 2-3층,5.0,0,#none
미플러스치과의원,053-762-7528,대구 수성구 수성로 74 2층,,0,#none
보성연합치과의원,053-477-2875,대구 남구 이천로 16 2층,5.0,0,#none
알파탑치과의원,053-793-6500,대구 수성구 알파시티2로 29 범영빌딩 5층,5.0,0,http://www.알파탑치과.com
더블유치과,053-753-2879,대구 수성구 달구벌대로 2403 팍스빌딩 6층,5.0,0,http://wdental.kr
열린치과의원,053-622-2825,대구 남구 월배로 482,2.8,0,#none
우리들치과의원,053-641-2828,대구 달서구 비슬로 2716,4.9,0,#none
이원치과,053-944-2828,대구 동구 아양로 46 동진빌딩 4층,4.2,0,#none
사과나무치과의원,053-781-2875,대구 수성구 지범로 190 다인프라자 5층,2.3,0,#none
손희용치과의원,053-422-8585,대구 중구 달구벌대로 2167 4층,5.0,0,#none
강훈치과의원,053-355-2275,대구 서구 팔달로 188 3층,,0,#none
바오치과,053-965-5585,대구 동구 경안로 848 5층,4.1,0,#none
명문치과의원,053-583-3100,대구 달서구 이곡동로 17 4층,,0,#none
예미안치과교정과치과의원,053-421-0014,대구 중구 달구벌대로 2118 801호,,0,http://www.yemian.com
안정근치과,053-753-2500,대구 동구 효신로 30,3.4,0,#none
신성치과,053-526-0676,대구 달서구 당산로 43,1.3,0,#none
정은재바른이치과교정과치과의원,053-642-1631,대구 달서구 월배로 170 정우빌딩 6층,,0,http://jbarune.com/
미소그리다치과교정과치과의원,053-217-2885,대구 중구 명륜로23길 106 반월당 클래시아2차 4층,4.0,0,http://www.misogreeda.co.kr
연합수치과의원,053-311-1653,대구 북구 학정로 38 4층,5.0,0,#none
보람치과의원,053-792-2862,대구 수성구 달구벌대로641길 17,4.0,0,#none
임종호치과의원,053-588-5774,대구 달서구 성지로 84 2층,4.1,0,#none
다빈치과의원,053-588-2842,대구 달성군 다사읍 서재로7길 8 진소빌딩 3층,5.0,0,http://davinclinic.com
임길웅치과의원,053-424-6600,대구 중구 공평로 5,5.0,0,#none
수성드림치과의원,053-753-2828,대구 수성구 파동로 252 5층,5.0,0,#none
라스트치과의원,053-424-6565,대구 중구 달구벌대로 2094 메디스퀘어 클래시아 7층,,0,http://lastdent.ad-media.kr/main
수성웰치과의원,053-759-7582,대구 수성구 화랑로 76 3층,5.0,0,#none
조인트치과의원,053-421-8400,대구 중구 중앙대로 359,5.0,0,#none
남광치과의원,053-767-2875,대구 수성구 청수로 87,4.6,0,#none
한국건강관리협회 건강증진치과의원,053-350-9000,대구 북구 팔달로 23 6층,0.0,0,http://gb.kahp.or.kr/
리더스치과의원,053-643-2804,대구 달서구 월배로 191 2층,,0,https://blog.naver.com/leaders2828
달성치과,053-616-1123,대구 달성군 유가읍 테크노상업로 108 테크노에이스타워 3층 301~302호,5.0,0,https://blog.naver.com/dds_son_/
닥터손치과보철과의원,053-784-8020,대구 수성구 지범로 200 6층 601호,5.0,0,http://drson-dental.com/
한결치과의원,0503-7152-4879,대구 동구 안심뉴타운2로 83 3층,5.0,0,#none
포유삼성치과의원,053-639-2822,대구 달성군 화원읍 비슬로 2490 3층,0.0,0,#none
바른손치과,053-358-1500,대구 북구 침산남로 165 3층,5.0,0,#none
동서치과교정과치과의원,053-422-4375,대구 중구 동성로1길 77 4층,2.8,0,http://dongseodent.net/
수성아이비치과의원,053-765-0280,대구 수성구 명덕로 422 MG뉴턴빌딩 8층,3.7,0,https://www.ibdent.kr
수성연세치과의원,053-743-0275,대구 수성구 달구벌대로 2482,5.0,0,#none
대구에스치과의원,053-586-7575,대구 달서구 달구벌대로251길 33 한신메디타워 6층 601호,3.3,0,https://blog.naver.com/dgsdental
옥포리더스치과,053-617-1211,대구 달성군 옥포읍 돌미로 85 광장빌딩 401~402호,3.7,0,http://www.okleaders.com
포도나무치과의원,053-795-7575,대구 수성구 달구벌대로 3098,4.5,0,#none
이가튼튼치과의원,053-638-7766,대구 달서구 상화로 308-10 2층,4.0,0,#none
굿모닝 치과의원,053-656-5144,대구 남구 성당로 222,5.0,0,#none
제일치과의원,053-474-5471,대구 남구 중앙대로 151 3층,4.2,0,#none
하루치과의원,053-719-2804,대구 중구 달구벌대로 2191 소석문화센터 8층,5.0,0,#none
율하연합치과,053-953-0011,대구 동구 안심로 58 율하메디빌 4층 401호-405호,4.5,0,#none
세명치과,053-964-2804,대구 동구 율하동로24길 23,5.0,0,#none
비산중앙치과의원,053-556-2804,대구 서구 국채보상로 369 2층,0.0,0,#none
성원치과의원,053-476-7511,대구 남구 앞산순환로 721 2층,5.0,0,#none
김영준치과의원,053-257-2804,대구 중구 남산로 83 2층,5.0,0,#none
조은치과의원,053-794-2119,대구 수성구 달구벌대로 2579 4층,5.0,0,#none
강창더좋은치과의원,053-253-7528,대구 달서구 달구벌대로 1019 동행빌딩 3층 302호,4.5,0,https://thejoeundental.com
더고른치과의원,053-256-0099,대구 중구 공평로 10 6층,3.8,0,http://www.orthodont.co.kr
우영욱치과의원,053-614-9590,대구 달성군 논공읍 논공로9길 91,,0,#none
권앤김플란트치과,053-567-2275,대구 달서구 달구벌대로 1530 삼정브리티시 301동 309호,4.4,0,http://www.knkplant.com/
호박치과의원,053-591-2828,대구 달서구 이곡공원로 26 이곡메디칼빌딩 4층,4.2,0,https://www.instagram.com/pumpkin.dental
바른이연합치과,053-593-2080,대구 달서구 성서로 420 메가타운 2층 205~206호,4.4,0,http://www.barun-e.co.kr
동대구리더스치과의원,053-965-2080,대구 동구 안심로22길 60 동흥메디컬 빌딩3층,5.0,0,#none
수성아이치과의원,053-741-2288,대구 수성구 동대구로 9 한신메디타워 6층 601호,4.0,0,http://suseongi.com/
도치과의원,053-552-1250,대구 달서구 달구벌대로 1670,5.0,0,#none
브이플란트치과의원,053-710-0428,대구 수성구 수성로 180 수성센트럴화성파크드림 상가 202동 204~205호,0.0,0,http://www.vplantdental.com/
유가수연합치과의원,053-615-2080,대구 달성군 유가읍 테크노상업로 100,4.4,0,#none
서울얀치과,053-593-9922,대구 달서구 계대동문로 124,5.0,0,#none
율치과의원,053-716-7111,"대구 수성구 동대구로 336 마크팰리스범어 2층 207, 208호",5.0,0,https://www.yuldental.co.kr
김지용치과교정과치과의원,053-253-3456,대구 중구 동성로 2 협성빌딩 4층 401호,5.0,0,https://ortholab.imweb.me/
온가족연합치과의원,053-641-5580,대구 달서구 조암남로 150 2층,5.0,0,#none
침산맥치과의원,053-354-7575,대구 북구 침산남로19길 2 2층,5.0,0,#none
E28연합치과,053-742-0275,대구 수성구 달구벌대로 2296 영광빌딩 4층,3.7,0,http://www.e28.kr
심플라인치과병원,053-637-0077,"대구 달서구 월배로 156 1,2,3,4,5,6층",5.0,0,http://www.simpline.co.kr
이아름다운치과,053-958-2828,대구 북구 대현로 88-1,4.3,0,#none
바른이치과교정과치과의원,053-253-2872,대구 중구 동덕로 99 삼덕타워 3층,3.9,0,http://www.bareuni.co.kr
범어스카이치과교정과치과의원,0507-1470-2885,대구 수성구 달구벌대로 2492 3층,0.0,0,http://skyorthodontic.co.kr
최상희치과의원,053-622-2875,대구 남구 명덕로14길 5,2.9,0,#none
다사행복을심는치과의원,053-588-2275,대구 달성군 다사읍 달구벌대로 864 3층,4.0,0,#none
시지탑치과의원,053-791-2277,대구 수성구 달구벌대로 3206 4층,4.0,0,#none
고마운치과의원,053-313-2080,대구 북구 동암로 104 5층,4.8,0,#none
수목원치과의원,053-641-0075,대구 달서구 갈밭로 6 대곡메디컬빌딩 4층 402호,4.8,0,#none
이성철치과,053-621-3289,대구 달서구 달구벌대로 1740,4.8,0,#none
꿈을심는연합치과,053-431-7500,대구 중구 동덕로 91,4.5,0,#none
박성배치과,053-753-8875,대구 수성구 달구벌대로 2489,3.5,0,#none
기분좋은치과의원,053-986-2875,대구 동구 팔공로 259 502호,5.0,0,#none
디자인치과교정과치과의원,053-428-2885,대구 중구 국채보상로 598 정호빌딩 5층,,0,http://www.wedesignsmile.com
송현호치과의원,053-761-7256,대구 수성구 파동로 250 5층,5.0,0,#none
하이얀치과,053-312-0275,대구 북구 학정로 415,3.0,0,#none
더나은치과의원,053-637-0077,대구 달서구 월배로 138 7층,3.0,0,#none
상인행복을심는치과의원,053-633-7504,대구 달서구 월배로 250 대구교통공사 1층,0.0,0,#none
삼성에스치과의원,053-588-2818,대구 달성군 다사읍 달구벌대로 866 C&B메디컬빌딩 6층,3.5,0,http://blog.naver.com/drsamsung
남대구치과의원,053-626-2875,대구 남구 대명로 260 5층,5.0,0,#none
오늘도원치과의원,053-256-2804,대구 중구 태평로 50 B02동 2층 218~221호,5.0,0,#none
이사랑치과의원,053-566-3838,대구 서구 북비산로 235,5.0,0,#none
시지구강내과치과의원,053-795-5475,대구 수성구 달구벌대로 3261 4층,5.0,0,#none
신암수치과의원,053-939-0205,대구 동구 아양로 48,5.0,0,#none
율하탄탄치과의원,053-716-7528,"대구 동구 안심로16길 47 율하동 타임스퀘어 4층 405,406호",0.0,0,https://naver.me/FpXZTYUe
서울한스치과의원,053-216-3636,대구 동구 동부로30길 12 3층,3.0,0,#none
더원플란트치과의원,053-716-0300,"대구 북구 학정로 430 센츄럴비즈니스빌딩 2층 202, 203호",5.0,0,http://the1plant.co.kr
FM치과 현풍점,053-614-2275,대구 달성군 유가읍 테크노상업로 98 비슬타워 4층 401호,5.0,0,#none
미소본치과,053-655-2855,대구 달서구 월배로 473 첼시빌딩 5층,5.0,0,http://blog.naver.com/misobon123
자연치아튼튼치과의원,053-963-2888,대구 동구 경안로 791,0.0,0,#none
서문치과의원,053-431-2875,대구 중구 국채보상로 468,5.0,0,#none
고영환치과의원,053-383-0421,대구 북구 검단로 3,4.6,0,#none
칠곡연세치과의원,053-327-2875,대구 북구 칠곡중앙대로 443,0.0,0,#none
퍼스트치과의원,053-552-0300,대구 달서구 달구벌대로 1653 3층,5.0,0,https://blog.naver.com/first006
똑디치과의원,053-563-7980,대구 달서구 와룡로 206 4층,5.0,0,https://blog.naver.com/ddokdidental
서울패밀리치과의원,053-634-2276,대구 달서구 월곡로 341 4층,5.0,0,#none
에녹치과,053-525-2875,대구 달서구 와룡로 139,3.8,0,#none
예사랑치과의원,053-611-2804,대구 달성군 구지면 과학마을로 34 3층,5.0,0,#none
뉴욕메디슨치과의원,053-257-7575,"대구 중구 국채보상로 608 덕영빌딩 5,6층",4.2,0,http://nymadison.co.kr/
고운치과의원,053-555-2804,대구 달서구 달구벌대로 1542 8층,0.0,0,#none
월배예모아치과의원,053-242-2875,대구 달서구 조암로 149 대천그루타워 2층 202호,4.8,0,http://www.yemoadental.com/
홍인치과의원,053-286-2875,대구 북구 칠성남로 121 1층,5.0,0,#none
김주형치과의원,053-358-1103,대구 서구 달서로 253 1층,4.2,0,#none
침산동아치과의원,053-351-2842,대구 북구 침산로21길 24,5.0,0,#none
조은e치과의원,053-473-2804,대구 남구 봉덕로 97,0.0,0,#none
황금치과의원,053-719-2405,대구 수성구 희망로 229 6층 601호,5.0,0,#none
애플치과의원,053-983-2275,대구 동구 팔공로51길 33 4층,4.6,0,#none
예스치과의원,053-323-7522,대구 북구 내곡로 36 대성플라자 401호,2.0,0,#none
사랑이가득한치과,053-422-0075,대구 중구 달구벌대로 2033 대구메디센터 11층,0.0,0,#none
닥터스마일치과교정과치과의원,053-253-0153,대구 중구 달구벌대로 2198 2-3층,5.0,0,https://blog.naver.com/smile2530153
박세호연합치과의원,053-526-7528,대구 서구 국채보상로 151,5.0,0,#none
S프라임치과의원,053-637-4000,대구 달서구 비슬로 2720 3층,5.0,0,http://www.sprime.co.kr
바른정치과의원,053-474-2828,대구 남구 대봉로 61 2층 202호,5.0,0,#none
서울정치과의원,053-652-2900,대구 달서구 달구벌대로 1800 6층,5.0,0,http://seouljeongdental.com/
성수치과의원,053-562-7775,대구 서구 달구벌대로 1767,5.0,0,#none
이메디치과의원,053-326-0275,대구 북구 구암로 136 3-4층,5.0,0,https://blog.naver.com/emedi0275_
제일 연합치과의원,053-638-2875,대구 달서구 월배로 110,0.0,0,#none
서울범어치과교정과 치과의원,053-716-2885,대구 수성구 달구벌대로 2506 3층,3.7,0,http://www.seoulbeomeo.com
배치과의원,053-566-7809,대구 달서구 달구벌대로307길 10 2층,5.0,0,#none
엔와이라임치과의원,053-962-2279,대구 동구 메디밸리로 19 4층 402호,4.8,0,#none
대구예치과교정과치과의원,053-257-8345,대구 중구 달구벌대로 2105 덕산빌딩 6층,5.0,0,http://daeguye.com/
어울림치과의원,053-781-7778,대구 수성구 지범로 192 2층,4.8,0,http://limdent.com
장원치과의원,053-741-2080,대구 수성구 달구벌대로 2380 경일빌딩 4층,5.0,0,#none
최희동치과의원,053-954-2282,대구 북구 동북로 168 3층,0.0,0,#none
진석호치과의원,053-326-2928,대구 북구 학정로 429 303호,5.0,0,#none
다정한치과,053-326-2822,대구 북구 칠곡중앙대로 373,5.0,0,#none
신남탑치과의원,053-426-2800,대구 중구 달성로 1 대신메디컬빌딩 3층,5.0,0,#none
김영화치과,053-255-6177,대구 중구 큰장로 134,0.0,0,#none
범어도담치과의원,053-755-0275,대구 수성구 청호로 377 4층,5.0,0,http://www.범어도담치과.kr
신서 밝은미소치과의원,053-962-2879,대구 동구 반야월로 370 신일해피트리 2층 201~203호,5.0,0,#none
