상호명,전화번호,주소,평점,리뷰수,홈페이지
성남삼성치과,031-752-3338,경기 성남시 수정구 수정로 128 다오메디빌딩 10층,5.0,0,https://blog.naver.com/samsung128_dental
탑부부치과의원,031-743-7528,경기 성남시 중원구 금상로 18 메디원빌딩 4층,5.0,0,http://blog.naver.com/topbubu
분당그린치과의원,0507-1371-2804,경기 성남시 분당구 성남대로926번길 6 대덕프라자 404호,5.0,0,https://blog.naver.com/bundanggreen-
더정성치과의원,031-749-7528,경기 성남시 중원구 광명로 331 5층,4.2,0,https://blog.naver.com/thejsdent
서울바른이치과의원,031-707-2875,경기 성남시 분당구 서현로 184,5.0,0,#none
이노치과의원,031-714-2825,경기 성남시 분당구 내정로173번길 1 한국상업은행 2층,4.1,0,#none
분당하얀치과의원,031-708-2827,경기 성남시 분당구 서현로321번길 10 승영지빌딩 301호,5.0,0,#none
밸런스위례치과의원,031-752-7528,경기 성남시 수정구 위례광장로 300 위례중앙타워 7층 707호,0.0,0,#none
선치과의원,031-704-2884,경기 성남시 분당구 벌말로40번길 3 성산빌딩 4층,5.0,0,#none
서울화이트치과의원,031-709-2852,경기 성남시 분당구 장미로 78 시그마3 306호,5.0,0,#none
미소더함치과교정과치과의원,031-602-2228,경기 성남시 수정구 산성대로 267 롯데시네마타워 4층 406~409호,4.6,0,http://www.smileplus.co.kr
드라마치과병원 분당,031-711-2070,경기 성남시 분당구 정자일로198번길 15 제나프라자 7층 704호,,0,https://dramaclinic.kr/
김진걸치과의원,031-711-5406,"경기 성남시 분당구 대왕판교로606번길 39 럭스타워 6-7층 604~605,703~704호",3.4,0,http://jgdentalcare.com/
에이덴치과의원,031-721-2828,경기 성남시 수정구 위례광장로 9-9 3층 323호,4.5,0,#none
서울예쁜얼굴치과의원,031-711-9928,경기 성남시 분당구 돌마로 68 분당프라자 8층,3.1,0,http://goodfacedent.kr
페리오플란트치과 성남분당점,031-734-5389,경기 성남시 수정구 산성대로 269 4층,5.0,0,http://sn.perioplant.co.kr
미서울치과의원,031-713-2872,"경기 성남시 분당구 돌마로 86 엘레강스프라자 2동 3층 301,302호",4.4,0,#none
연세화이트산타치과,031-706-2804,경기 성남시 분당구 분당로53번길 20 이랜드프라자 2층,5.0,0,http://white-santa.com
미소담치과,031-704-3321,경기 성남시 분당구 중앙공원로40번길 4 현대카스빌딩 211호,4.0,0,http://www.misodam.com
정직한탑치과의원,031-715-2881,경기 성남시 분당구 성남대로331번길 8 킨스타워 3층 321~322호,4.1,0,https://m.booking.naver.com/booking/13/bizes/318926
최낙구치과의원,031-705-7742,경기 성남시 분당구 성남대로779번길 54,3.7,0,#none
나의특별한치과의원,031-603-2828,경기 성남시 중원구 성남대로 1133 2층,5.0,0,https://blog.naver.com/myspecialdental
세브란스치과의원,031-748-7054,경기 성남시 수정구 청계산로 689 지엠프라자 3층 305호,4.8,0,#none
서울이바른치과교정과 치과의원,031-716-2878,경기 성남시 분당구 느티로 16 젤존타워1 501호,,0,https://www.28run.kr
닥터신치과의원,031-8035-3355,경기 성남시 중원구 갈마치로288번길 14 SKV1타워 A동 1층 127호,5.0,0,#none
연세노상엽치과의원,031-745-2875,경기 성남시 수정구 산성대로 429 3층,5.0,0,#none
오늘안치과의원,031-753-0753,경기 성남시 수정구 수정로119번길 4,0.0,0,#none
MK참사랑치과,031-758-2817,경기 성남시 수정구 수정로 59 3층,4.2,0,#none
가온치과의원,031-718-2727,경기 성남시 분당구 돌마로 87 골드프라자 3층 303호,5.0,0,#none
서울턱사랑니치과의원,031-717-7452,경기 성남시 분당구 성남대로 168 미도프라자 2층 205~207호,4.2,0,http://턱사랑니.com
현부부치과의원,031-741-2275,경기 성남시 수정구 산성대로 311 2층,4.2,0,#none
토론토치과의원,031-719-7545,경기 성남시 분당구 성남대로331번길 13 백궁프라자 406호,5.0,0,#none
판교어린이치과,031-781-5275,경기 성남시 분당구 서판교로 36 4층 401호,5.0,0,#none
이조아치과,031-752-2875,경기 성남시 수정구 수정로 175 동일빌딩 3층,5.0,0,#none
서울아름치과의원,031-704-5300,경기 성남시 분당구 판교로 438 2층,3.7,0,#none
건강한치과의원,031-748-2875,"경기 성남시 중원구 산성대로372번길 5 2,3층",5.0,0,#none
라인플란트치과,031-747-7528,경기 성남시 수정구 산성대로 267 302호,,0,#none
판교우리치과의원,031-8016-2875,경기 성남시 분당구 운중로 131 스타식스메트로 4층 4~5호,4.0,0,https://wooridentalclinic.imweb.me/
서울하이치과의원,031-628-8080,경기 성남시 분당구 판교로255번길 9-22 우림더블유시티 226호,4.6,0,#none
박성호치과의원,031-712-0638,경기 성남시 분당구 돌마로 361 동신코아빌딩 501호,5.0,0,#none
이턱편한치과의원,031-778-7474,경기 성남시 분당구 분당로53번길 19 피아자코코빌딩 4층 403호,0.0,0,#none
판교서울치과교정과치과의원,031-707-7595,"경기 성남시 분당구 대왕판교로606번길 58 판교푸르지오월드마크 2층 2-42,43호",5.0,0,#none
연세청춘치과의원,031-8039-7528,경기 성남시 분당구 백현로101번길 11 동현프라자 2층 201호,,0,http://ysccdental.com
서울하이안치과의원 분당점,031-718-1718,경기 성남시 분당구 정자일로 135 푸르지오시티3차 D동 2층 207~208호,4.3,0,http://www.25dentist.com
뿌리깊은치과,031-753-2875,경기 성남시 중원구 성남대로 1126,4.3,0,#none
아름다운치과의원,031-707-2119,경기 성남시 분당구 서현로210번길 2 302~304호,0.0,0,#none
하늘치과의원,031-703-2080,경기 성남시 분당구 성남대로 934 궁전프라자2 6층,,0,#none
도촌베스트치과,031-754-7575,경기 성남시 중원구 도촌남로 27 동강프라자 4층 404호,5.0,0,#none
분당삼성치과의원,031-719-2875,경기 성남시 분당구 내정로 167 양지프라임 301호,5.0,0,#none
금토정성치과의원,031-709-2888,경기 성남시 수정구 금토로80번길 51 판교위너스에비뉴 2층 203호,3.3,0,http://gt-dental.co.kr
서울아산센트럴치과의원,031-747-2080,"경기 성남시 수정구 산성대로 531 4,5층",,0,https://서울아산센트럴치과.com/
서울럭스치과의원,031-8016-2828,경기 성남시 분당구 대왕판교로606번길 39 럭스타워 8층 801호,3.9,0,http://www.seoullux.com
고등퍼스트치과의원,031-603-7522,경기 성남시 수정구 고등로 4 3층 301~303호,,0,#none
바른소아치과치과의원,031-709-2879,경기 성남시 분당구 운중로 235 나래메디플러스 5층 502호,4.3,0,http://blog.naver.com/barun2879
오필선치과의원,031-745-2828,경기 성남시 수정구 수정로 356,5.0,0,#none
정치과,031-716-0225,경기 성남시 분당구 구미로9번길 7,5.0,0,#none
이사랑치과의원,031-742-2435,경기 성남시 중원구 산성대로 360,0.0,0,#none
서울삼성치과의원,031-713-0700,경기 성남시 분당구 황새울로200번길 36 분당 동부루트빌딩 2층 206호,3.0,0,http://www.smcdent.co.kr/
서울바른생각치과의원,031-752-7525,"경기 성남시 수정구 위례광장로 310 우성트램타워 A동 5층 506,507호",4.5,0,http://www.right-thinking.co.kr
뷰라인치과의원,031-721-2080,경기 성남시 수정구 성남대로 1228 해광빌딩 5층,0.0,0,https://beaulinedental.com
훼미리치과의원,031-8016-2822,경기 성남시 분당구 판교로 372,5.0,0,#none
한국치과,031-746-7522,경기 성남시 중원구 희망로 344,0.0,0,#none
사람그리고치과의원,031-8017-2080,경기 성남시 분당구 대왕판교로 660 유스페이스1 306호,3.5,0,http://humandentalclinic.kr/
드림분당예치과병원,031-713-2875,경기 성남시 분당구 황새울로258번길 37 흥국생명빌딩 2층,,0,#none
서울좋은치과,031-755-2828,경기 성남시 수정구 수정로 90 2층,5.0,0,http://www.seoulgood.co.kr
서울탑치과의원,031-702-9705,경기 성남시 분당구 벌말로 35,5.0,0,#none
연세타워치과의원,031-604-2282,경기 성남시 분당구 판교로227번길 6 브릿지타워 1층 118~121호,5.0,0,#none
서울연치과의원,031-8016-2820,경기 성남시 분당구 분당내곡로 151,3.8,0,https://blog.naver.com/seoulyeonden
스파클치과교정과치과의원,031-741-7557,경기 성남시 수정구 수정로 341 산성역 포레스티아아파트 동문상가 4층 401호,3.7,0,http://www.smile-designer.co.kr
연세탑치과의원,031-754-2480,경기 성남시 수정구 위례광장로 322 아이플렉스 2층 201호,5.0,0,https://blog.naver.com/ixykused
그린치과의원,031-755-8237,경기 성남시 수정구 수정로 190 3층,5.0,0,#none
서울라임치과의원,031-628-6700,경기 성남시 분당구 대왕판교로 660 유스페이스1 323호,4.6,0,http://slaim.co.kr
더신중한치과의원,031-623-2882,경기 성남시 수정구 수정로 185 대동빌딩 4층,5.0,0,http://theprudental.com
서울패밀리치과의원,031-726-2882,경기 성남시 분당구 미금로 39 로얄프라자 304호,4.4,0,#none
위례좋은치과의원,031-722-2754,경기 성남시 수정구 위례동로 153 에이플타워 6층 606~607호,4.4,0,#none
굿모닝치과의원,031-734-2225,경기 성남시 수정구 수정로 81 동인트루빌 201호,5.0,0,#none
파인트리치과의원,031-716-2022,경기 성남시 분당구 느티로 16 젤존타워1 4층,0.0,0,http://www.pinedent.co.kr
데일리치과의원,031-726-0772,경기 성남시 분당구 정자일로 162 젤존타워2 401호,4.7,0,http://dailydent.co.kr/
연세바른치과교정과치과의원,031-701-2833,경기 성남시 분당구 중앙공원로31번길 42 서현파크플라자 203호,5.0,0,http://www.yonseibarunorth.com/
산성이사랑치과,031-733-0009,경기 성남시 수정구 수정로 350,5.0,0,#none
스마일플란트치과의원,031-789-6828,경기 성남시 중원구 사기막골로 99 센트럴비즈타워2차 A타워 지하1층 B102호,0.0,0,http://smileplantdental.co.kr
키즈엔젤치과의원,031-702-1004,경기 성남시 분당구 성남대로331번길 3-3 3층 301호,3.7,0,#none
케이구강악안면외과치과의원,031-713-2879,경기 성남시 분당구 구미로 11 포인트타운 5층 505호,0.0,0,http://kdentalclinic.co.kr/
모란상아치과의원,031-778-7834,경기 성남시 중원구 산성대로 106 원진빌딩 4층,0.0,0,#none
서울플란트치과의원,031-752-3815,경기 성남시 수정구 위례서일로 34 위례성희프라자 6층 606호,5.0,0,http://www.seoulsdental.net/
굿패밀리치과,031-759-2879,경기 성남시 수정구 위례동로 141 우성메디피아 6층,2.5,0,http://blog.naver.com/dentalkhs79
연세모두교정치과,031-755-3008,경기 성남시 수정구 위례광장로 300 위례중앙타워 703호,4.8,0,http://www.ysmodu.com
연세새로이치과의원,031-623-2828,경기 성남시 중원구 산성대로372번길 11 2층,5.0,0,https://yonseiseroi.com/
서울원치과의원,031-706-2275,경기 성남시 분당구 운중로 233 한솔프라자 3층 301호,3.3,0,#none
탑플란트치과의원,031-751-2080,경기 성남시 수정구 수정로 200 3층,0.0,0,https://blog.naver.com/2875topplant
신현대치과의원,031-707-7153,경기 성남시 분당구 매화로 92 매화마을 공무원아파트 상가 201호,5.0,0,#none
서울웰치과의원,031-782-4228,경기 성남시 분당구 성남대로 165 천사의도시 1차 228호,4.8,0,#none
서울좋은치과,031-717-7727,경기 성남시 분당구 정자로 112 정든마을5단지 상가,3.7,0,https://blog.naver.com/sgdc
성남타임치과의원,031-603-2080,경기 성남시 수정구 산성대로 529-1 2층,5.0,0,http://sntimedent.co.kr
바른손치과의원,031-602-2275,경기 성남시 중원구 양현로405번길 5 신야탑푸르지오시티 2층 201호,3.5,0,#none
올바른치과의원,031-8017-7528,경기 성남시 분당구 운중로 142 판교메디칼타워 3층,3.4,0,#none
분당치과의원,031-709-2828,경기 성남시 분당구 장안로 35 4층,4.9,0,#none
닥터훈치과의원,031-733-1791,경기 성남시 수정구 산성대로 309 고려빌딩 4층,4.0,0,#none
반트치과교정과치과의원,031-758-7080,경기 성남시 수정구 위례동로 147 위례건아타워 2층 204호,0.0,0,http://www.vaant.co.kr
노엘치과의원,031-709-0962,경기 성남시 분당구 성남대로779번길 50 MDG빌딩 5층,5.0,0,#none
서울에스(S)치과교정과치과의원,031-759-2285,경기 성남시 수정구 위례광장로 310 우성트램타워 A동 702호,5.0,0,http://seoulsortho.com
연세꿈꾸는치과의원,031-718-2080,경기 성남시 분당구 정자일로 227 백궁지엔느주차전용빌딩 7층 701호,0.0,0,https://ysdreambd.com
유디치과의원 분당야탑점,031-709-5225,경기 성남시 분당구 야탑로 95 세신옴니코아 9층 901호,5.0,0,http://www.udh.co.kr
아폴로치과의원,031-722-0428,경기 성남시 수정구 창업로 18 3층 306호,2.0,0,#none
이희경덴탈아트치과의원,031-712-2870,경기 성남시 분당구 성남대로331번길 3-3 젤존타워3 402호,5.0,0,#none
보스톤치과의원,031-751-0275,경기 성남시 중원구 산성대로 208 신한타워 3층,5.0,0,#none
노벨치과,031-713-9756,경기 성남시 분당구 성남대로331번길 11-3 여민빌딩 3층,4.5,0,http://www.nobeldental.com
제이덴치과의원,031-722-2875,경기 성남시 수정구 위례광장로 300 위례중앙타워 9층,4.2,0,https://www.jden.co.kr
분당미켈란치과의원,031-717-2835,"경기 성남시 분당구 정자일로 100 미켈란쉐르빌 2층 204,205호",0.0,0,#none
이한치과의원,031-717-2882,경기 성남시 분당구 내정로165번길 50 크리스탈빌딩 407호,5.0,0,https://blog.naver.com/pipired
뉴욕치과의원,031-719-2798,경기 성남시 분당구 돌마로 67 금산젬월드 3층,4.8,0,http://www.ny275.com/
유재형치과의원,031-781-7528,경기 성남시 분당구 야탑로81번길 10 아미고타워 4층 405호,,0,http://www.orthoyu.com/
한마음치과의원,031-712-7675,경기 성남시 분당구 성남대로 168 미도프라자 4층,4.7,0,#none
예치과의원,031-746-2800,경기 성남시 중원구 산성대로372번길 13 2층,3.7,0,#none
현대치과,031-757-3418,경기 성남시 수정구 산성대로 239 2층,5.0,0,#none
김남윤치주과치과의원,031-747-2275,경기 성남시 수정구 수정로 290 3층 302호,5.0,0,#none
연세꿈꾸는아이치과의원 성남산성점,031-733-2275,경기 성남시 수정구 희망로 551 산성역자이푸르지오 c1블록상가 5층,5.0,0,https://blog.naver.com/ysdreamss131
건강한웃음치과의원,031-8017-2804,경기 성남시 분당구 동판교로 59,4.0,0,#none
푸른치과,031-781-0577,경기 성남시 분당구 불정로 380 동남프라자 304호,3.3,0,#none
예인치과의원,031-718-0095,경기 성남시 분당구 내정로17번길 2 한솔프라자 4층 4002호,,0,#none
서울리인치과교정과의원,031-706-2879,경기 성남시 분당구 판교역로 178 서건타워 6층 602호,5.0,0,https://www.seoulean.com
위례조은치과의원,031-754-2277,경기 성남시 수정구 위례서일로 18 더존메디컬타워 3층,5.0,0,#none
연플러스치과의원,031-705-2025,경기 성남시 분당구 판교로 434 3층,4.3,0,#none
중앙치과,031-753-7216,경기 성남시 수정구 제일로 165-1,3.7,0,#none
스마일분당예치과병원,031-718-2828,경기 성남시 분당구 황새울로258번길 37 흥국생명빌딩 2층,0.0,0,#none
장지철치과,031-702-2882,경기 성남시 분당구 황새울로 326,4.2,0,#none
판교올치과의원,031-706-2889,경기 성남시 분당구 동판교로 61 자유퍼스트프라자2 3층 303호,5.0,0,#none
서울밝은미소치과의원,031-755-2279,경기 성남시 수정구 위례광장로 300 위례중앙타워 7층,4.2,0,http://www.sbsdental.com
센트럴치과의원,031-754-3331,경기 성남시 중원구 여수울로15번길 4-2 4층,5.0,0,#none
두서울치과의원,031-715-2275,"경기 성남시 분당구 백현로101번길 17 초림프라자 4층 407, 408호",4.6,0,#none
더공감치과의원,031-704-8228,경기 성남시 분당구 성남대로916번길 11 글라스타워 3층,3.7,0,http://tggdental.com
미담치과의원,031-776-3939,경기 성남시 중원구 사기막골로 124 비즈동 1층 109호,,0,#none
연세봄치과의원,031-731-2788,경기 성남시 중원구 산성대로 450 산성빌딩 4층,3.0,0,https://yonseispringdental.imweb.me/
W7치과의원,031-707-9577,경기 성남시 분당구 운중로 115 판오션타워 3층,4.1,0,http://www.wseven.co.kr
서울S치과의원,031-751-2288,경기 성남시 수정구 수정로 186 2층,2.5,0,#none
서울나란이치과의원,031-735-1700,경기 성남시 수정구 수정로 210 제중빌딩 3층,4.3,0,http://blog.naver.com/sseguna
서울키즈파파치과의원 분당미금점,031-782-4188,경기 성남시 분당구 성남대로 165 천사의도시 1차 303~305호,4.0,0,http://www.kidspapa.com
분당지세븐치과의원,031-713-2022,경기 성남시 분당구 돌마로 85 304호,5.0,0,#none
도토리소아치과의원,031-756-2879,경기 성남시 수정구 위례광장로 310 우성트램타워 B동 4층 406호,5.0,0,#none
마이엠치과의원,031-755-2835,경기 성남시 수정구 성남대로 1342 가천대학교,4.3,0,#none
서울더블유치과의원,031-698-2377,경기 성남시 분당구 느티로 16 젤존타워1 9층 909호,4.8,0,#none
윤덕상치과,031-701-9575,경기 성남시 분당구 돌마로 481,3.8,0,#none
탑플러스치과의원,031-706-7528,경기 성남시 분당구 성남대로916번길 11 글라스타워 2층,5.0,0,#none
일리노이치과교정과치과의원,031-711-3111,경기 성남시 분당구 백현로101번길 23 4층,2.3,0,http://www.ilovebrace.com/
분당연세치과의원,031-715-0089,경기 성남시 분당구 느티로 71 현대프라자 304호,3.0,0,#none
세종부부치과의원,031-721-3481,경기 성남시 수정구 수정로 121 풍향빌딩 2층,4.4,0,#none
미루나무치과의원,031-8016-9430,경기 성남시 분당구 운중로 249 501호,0.0,0,#none
판교자연치과의원,031-711-2828,경기 성남시 분당구 판교대장로 92,4.0,0,#none
연치과,031-746-2875,경기 성남시 중원구 광명로 344,5.0,0,#none
서울로뎀치과의원 분당점,031-716-7528,경기 성남시 분당구 백현로101번길 29 C&C빌딩 4층,4.0,0,#none
더아름다운치과의원,031-605-2875,경기 성남시 분당구 돌마로 79 썬프라자 2층 204-1호,5.0,0,#none
미소웰치과의원,031-8016-2872,경기 성남시 분당구 운중로 118 스타타워 503호,3.9,0,#none
청치과의원,031-755-2875,경기 성남시 수정구 산성대로 237 선호빌딩 2층,5.0,0,#none
보스톤학년치과의원,031-744-2859,경기 성남시 중원구 금상로 56,0.0,0,#none
분당퍼스트치과의원,031-719-2828,경기 성남시 분당구 황새울로200번길 40 5층,5.0,0,http://bdfirst.co.kr
이튼튼치과,031-722-2804,경기 성남시 수정구 수정로 68,0.0,0,#none
사는기쁨치과의원,031-708-9750,경기 성남시 분당구 운중로 140 메트로골드 402호,4.0,0,http://smilesmile.co.kr
서울바를정치과의원,031-726-3427,경기 성남시 분당구 성남대로 349 시그마타워 402호,5.0,0,http://www.baruljungdent.com
다나치과의원,031-702-2828,경기 성남시 분당구 황새울로342번길 9,5.0,0,#none
연세가인치과의원,031-711-7528,경기 성남시 분당구 판교대장로 84 펠리시티1 201호,0.0,0,#none
LA포스치과의원,031-786-1188,경기 성남시 분당구 백현로101번길 21 4층,5.0,0,#none
소영치과의원,031-717-3497,경기 성남시 분당구 정자로 78,0.0,0,#none
이성원치과의원,031-734-0830,경기 성남시 중원구 산성대로372번길 14,5.0,0,#none
아이편한소아치과의원,031-604-2888,"경기 성남시 수정구 산성대로 267 신흥역시네마타워 5층 501~502,535호",5.0,0,https://m.blog.naver.com/diqndiqn
미소선치과,031-708-2875,경기 성남시 분당구 서현로180번길 13 서현프라자 3층,5.0,0,http://www.misosun.com
복음치과의원,031-705-7528,경기 성남시 분당구 야탑로69번길 8,4.2,0,#none
닥터최 치과보존과치과의원,0507-1410-7975,경기 성남시 중원구 양현로 469 4층 403호,4.0,0,https://blog.naver.com/endochoi-
샬롬치과의원,031-714-2853,경기 성남시 분당구 느티로 27 하나프라자 304호,4.3,0,#none
이가편한치과,031-716-2883,경기 성남시 분당구 돌마로 68,5.0,0,#none
뷰티플러스치과의원,031-702-0054,경기 성남시 분당구 황새울로342번길 11 금호리빙 4층 405호,5.0,0,#none
한빛치과,031-702-0515,경기 성남시 분당구 성남대로 934 궁전프라자 4층 401호,3.7,0,#none
보아스치과의원,031-604-2800,경기 성남시 분당구 성남대로916번길 7 서일빌딩 501호,4.5,0,#none
소망플란트치과의원,031-744-2080,"경기 성남시 수정구 수정로 341 동문상가 3층 303, 304호",,0,http://smdental.ad-media.kr
유디치과의원 분당서현점,031-709-0011,경기 성남시 분당구 황새울로360번길 35 현대프라자 3층,4.1,0,http://www.udh.co.kr
서울하상운치과교정과치과의원,031-607-2080,"경기 성남시 분당구 돌마로 47 이코노샤르망 6층 604,605호",5.0,0,https://blog.naver.com/hsw_orthod
연세에스치과의원,031-707-1875,경기 성남시 분당구 정자일로 55 두산위브아파트 상가 109동 306호,4.2,0,https://blog.naver.com/yonseisdent
하얀이치과,031-709-0951,경기 성남시 분당구 장미로 139,5.0,0,#none
연세e튼튼치과의원,031-758-2877,경기 성남시 분당구 양현로310번길 25 뉴씨티모텔 3층 304호,0.0,0,#none
박애치과의원,031-749-6393,경기 성남시 수정구 산성대로215번길 3 관서형빌딩 7층,3.4,0,#none
판교탑치과의원,031-705-2275,경기 성남시 분당구 운중로 242 리버스토리 3층 306호,5.0,0,#none
사람과치과의원,031-756-5005,경기 성남시 수정구 수정로 147,4.3,0,#none
위례어린이치과의원,031-752-2879,경기 성남시 수정구 위례광장로 320 아이에스센트럴타워 606호,0.0,0,#none
한길치과의원,031-731-3221,경기 성남시 수정구 산성대로 435 3층,5.0,0,#none
수내서울치과,031-726-2875,경기 성남시 분당구 돌마로366번길 42 동한프라자 2층 206호,4.0,0,http://blog.naver.com/snseoul
최기찬치과,031-754-8918,경기 성남시 중원구 성남대로 1126 메가프라자 2층 206호,5.0,0,#none
턱사랑하니치과의원,0503-7152-5238,경기 성남시 중원구 성남대로 1142 4층,5.0,0,https://m.blog.naver.com/doctorkimso/223929129295
서울Y치과의원,031-708-0028,"경기 성남시 분당구 대왕판교로606번길 41 프라임스퀘어 501,502호",5.0,0,#none
분당서울대학교병원 치과,1588-3369,경기 성남시 분당구 구미로173번길 82 지하2층,5.0,0,https://www.snubh.org/dh/ds/
