상호명,전화번호,주소,평점,리뷰수,홈페이지
이안치과의원,032-423-2872,인천 미추홀구 석바위로 68 주안필프라자 3층 302호,,0,https://www.eandentaloms.com
두리치과의원,032-464-2244,인천 남동구 호구포로 808,2.6,0,#none
사랑니빠지는구강악안면외과치과의원,032-422-4242,"인천 남동구 예술로 138 이토타워 3층 301-3,302,302-1,302-2호",4.8,0,http://fallinlovedental.com
바른이치과교정과치과의원,032-429-2828,인천 미추홀구 구월로 32-1,4.3,0,http://www.barun-e.com/
뿌리플란트치과의원,032-217-0510,인천 중구 하늘중앙로225번길 11 2층 203~204호,5.0,0,http://rootplantdental.com
W플러스치과의원,032-330-2873,"인천 부평구 체육관로 14 삼성메디플러스 3층 306,307호",3.5,0,http://www.wplusdental.co.kr
주안시카고치과의원,032-225-2275,"인천 미추홀구 미추홀대로 610 501,502,503,504,505호",3.0,0,https://blog.naver.com/juandent
서울바른휘치과의원,032-719-7019,인천 미추홀구 미추홀대로 551 4층,5.0,0,https://www.seoulbarunhwee.com/
일등치과의원,032-555-2822,인천 계양구 장제로 808 2층 201호,5.0,0,#none
디지털해피스치과의원,032-362-2896,인천 부평구 광장로 28 KB증권빌딩 4층 407~409호,,0,http://rtdental.co.kr
국제플란트치과의원,032-584-1007,인천 서구 북항로32번안길 41 건원프라자 206~208호,0.0,0,#none
서울하늘치과의원,032-502-2882,인천 부평구 길주로 659,3.7,0,#none
구월의치과의원,032-472-8575,"인천 남동구 호구포로 818 퍼스트하임프라자 4층 402,403호",4.8,0,https://blog.naver.com/drlovelee
연세청천세브란스치과의원,032-501-2879,인천 부평구 마장로 387 청원빌딩 4층,5.0,0,http://bluesev.com/
바른턱얼굴치과의원,032-503-7528,인천 부평구 굴포로 42 세광프라자 4층,,0,http://4dortho.co.kr
강남365치과의원 송도글로벌점,032-817-3650,인천 연수구 송도국제대로 157 오네스타몰 5층,4.5,0,http://www.gn365songdo.com/
용치과의원,032-467-7528,"인천 남동구 용천로 82 다옴프라자 2층 201,202호",0.0,0,https://blog.naver.com/okchung7528
조은내일치과병원,032-564-3500,인천 서구 승학로 250 1층,3.4,0,#none
검암본플란트치과의원,032-716-6690,인천 서구 승학로 477 신중빌딩 201호,5.0,0,#none
서울센트리얼치과병원,032-469-2879,인천 남동구 서창남순환로 222 서창센타프라자 304~305호,,0,http://scdh.kr
영종국제치과의원,032-225-2879,인천 중구 하늘별빛로65번길 7-9 스카이타워 403호,4.4,0,http://youngjongdental.com/
우리가족치과,032-271-2880,인천 남동구 장승남로 48 제우빌딩 2층,4.7,0,https://familydentalclinic.co.kr
미소가밝은치과,032-433-0100,인천 남동구 인주대로 588 대암빌딩 8층,0.0,0,http://www.misobright.com
검단퍼스트치과의원,032-563-2872,인천 서구 이음5로 80 검단퍼스트프라자 3층 303~305호,4.2,0,https://geomdanfirst.imweb.me
클린연세치주과치과의원,032-212-9700,인천 연수구 신송로 168 이든프라자 4층 403호,5.0,0,http://cypdental.kr
서울더탑치과의원,032-267-2828,인천 서구 원당대로 663 한종프라자 3층,5.0,0,http://seoulthetop.com
서울더좋은치과의원,032-746-9225,인천 중구 하늘별빛로 59 4층,4.4,0,#none
킴스치과의원,032-422-9890,인천 연수구 학나래로6번길 16 2층,5.0,0,#none
서울그랜드치과의원,032-441-1937,인천 미추홀구 경인로 441 1층,,0,http://seoulgrand.com/
프라임S치과교정과치과의원,032-504-6030,인천 부평구 경원대로 1380 프라임S치과교정과치과의원 1-5층,,0,http://primes.co.kr
연세바른이치과의원,032-833-5552,인천 연수구 하모니로36번길 1 자인갤러리 2층,4.0,0,http://www.barunee.net/
스마트치과,032-202-7272,인천 서구 가정로 370,3.0,0,http://blog.naver.com/smart2275
하늘퍼스트치과의원,032-752-9881,인천 중구 하늘중앙로225번길 3 영종M타워 2층 202호,4.4,0,http://www.하늘퍼스트치과.com
효성치과의원,032-555-2020,인천 계양구 효서로 92,3.0,0,#none
서울미소치과의원,032-205-2828,인천 서구 장고개로337번길 13 진주아파트 상가동 2층 1~2호,5.0,0,#none
청라치과의원,032-584-2828,인천 서구 크리스탈로74번길 31 월드프라자 5층 503~505호,,0,https://www.cheongnadental.co.kr/
김영열치과의원,032-746-2875,인천 중구 운중로 19,4.8,0,#none
인천수치과의원,032-863-2879,"인천 남동구 만수서로 74 새롬프라자 4층 402,403호",4.5,0,https://blog.naver.com/soodental1
서울바른치과교정과치과의원 인천점,032-831-2080,"인천 연수구 신송로 160 넥서스 203,204호",4.3,0,#none
비앤비치과의원,032-508-8222,인천 부평구 마장로 82 현대다섬플라자 9층,4.5,0,https://blog.naver.com/bnbdental
바른길치과의원,032-543-7522,인천 계양구 계양대로 94 영화빌딩 9층,4.8,0,https://barengil.imweb.me/
서울리더스치과,032-330-2080,인천 부평구 체육관로 40 5층,4.6,0,#none
아이사랑치과의원,032-504-6775,인천 부평구 부흥로 264 3층,0.0,0,#none
더편한치과의원,032-427-2888,인천 미추홀구 숙골로87번길 14 HS빌딩 2층,4.9,0,http://www.theeasydental.com
연세조아치과,032-567-9975,"인천 서구 완정로 36 2층,3층",3.1,0,#none
이앤백치과의원,032-562-7528,인천 서구 이음대로 392 메트로시티 4층 407~409호,0.0,0,https://lnbdental.com/
한림치과의원,032-555-3336,인천 계양구 장제로 728 영프라자 4층,5.0,0,#none
나란이턱치과교정과의원,032-330-2888,인천 부평구 부평대로 67 10층,5.0,0,https://naranlee-dental.com
연세스마일치과의원,032-762-2875,인천 동구 화도진로 16 동인천역 파크푸르지오 211~212호,5.0,0,https://yssmiledental.com/
다이아몬드치과의원,032-438-7275,인천 남동구 논고개로 86 모아프라자 3층 301~303호,,0,http://www.diadental.kr/
인치과의원,032-542-2812,인천 계양구 새벌로 120,5.0,0,#none
새이치과,032-428-2282,인천 남동구 인하로507번길 63 모아메디컬타운 4층,3.5,0,http://saydent.co.kr
청치과,032-433-1162,인천 남동구 석산로 146,5.0,0,#none
마음편한치과교정과치과의원,032-502-2885,인천 부평구 경원대로 1379 4-5층,0.0,0,#none
뿌리샘치과의원,032-834-0428,인천 연수구 청량로 180,0.0,0,#none
함께하는치과의원,032-442-7528,인천 미추홀구 소성로 328,5.0,0,#none
유디치과의원 계산점,032-556-8008,"인천 계양구 경명대로 1074 삼환빌딩 5층 502,503,506,507호",3.0,0,http://www.udh.co.kr
유디치과의원 작전점,032-552-6500,인천 계양구 효서로 266 2층,,0,http://www.udh.co.kr
서울샤인치과의원,032-563-2842,인천 서구 솔빛로 24 301호,4.8,0,http://seoulshinedc.com/
바른공감치과의원,032-219-2882,인천 남동구 만수로 71 1호 3-4층,5.0,0,https://blog.naver.com/bagongdental
퍼스트치과 연수점,032-214-2875,인천 연수구 앵고개로246번길 10 대산프라자 2-3층,,0,http://www.first-dental.kr
이레치과의원,032-887-2822,인천 미추홀구 토금남로 65,5.0,0,#none
인천예치과의원,032-465-2870,인천 남동구 호구포로 818 퍼스트하임프라자 5층,3.0,0,http://incheonye.net
한국건강관리협회 건강한치과의원,032-890-8700,인천 미추홀구 독배로498번길 14 1층,0.0,0,#none
서울이자라는치과의원,032-213-2875,인천 서구 가정로 451 벨라미 센텀시티 4층,4.8,0,https://growingteeth.co.kr/
내추럴치과,032-523-2080,인천 부평구 부평대로 75 한화생명빌딩 지하1층,2.5,0,http://www.naturaltooth.com
연세위드치과의원,032-422-7728,인천 남동구 논고개로 87 논현메디스타워 2층 203~204호,3.9,0,https://blog.naver.com/todayisawesome/
백세튼튼플란트치과의원,032-465-2829,인천 남동구 석산로 172 간석래미안자이아파트 상가3동 3층 301호,3.8,0,https://blog.naver.com/carfe_hiphop
서울탑프란트치과,032-574-2754,인천 서구 가정로 379 진원빌딩 5층,2.0,0,http://www.seoultopplant.co.kr
삼성주니어치과의원,032-518-2872,인천 부평구 길주로 635 엘림타워 3층 302호,5.0,0,https://blog.naver.com/sjuniors
미주치과의원,032-439-2875,인천 미추홀구 인하로 287,4.8,0,http://www.hjhdental.com
서울리더스치과의원,032-872-2275,인천 미추홀구 인하로 258 2층,1.0,0,#none
연세반트치과교정과치과의원,032-421-2001,인천 남동구 인하로489번길 10 시티프라자 4층 401호,,0,http://www.vantdental.com
석남서울치과의원,032-576-2875,인천 서구 가정로 204 2-3층,3.7,0,https://blog.naver.com/snseouldent
해바라기치과의원,032-527-2275,인천 부평구 마장로324번길 78 2층 201호,4.3,0,#none
커낼여름 치과보존과치과의원,032-832-2879,인천 연수구 아트센터대로 131 커낼워크 여름동 202동 228호,4.2,0,http://canalsummerdent.com
퍼스트치과의원,032-429-2275,인천 남동구 논고개로 80 나로프라자 5층,,0,http://퍼스트치과본점.com
서울티플란트치과의원 부평,032-516-2875,인천 부평구 광장로4번길 11 중보빌딩 6층,,0,http://stpdental.co.kr
올바른치과의원,032-575-2879,인천 서구 가정로394번길 1 백천빌딩 3층 302호,4.8,0,#none
치과로와치과의원,032-562-5375,인천 서구 발산로 6 아인시티주차타워 3층 306~310호,3.7,0,https://www.instagram.com/rowa_dental_clinic
샘모아치과의원,032-438-2275,인천 남동구 인하로 497-8 오아시스빌딩 4층,4.9,0,http://sam.moredental.com
연희보스톤치과의원,032-562-2825,인천 서구 탁옥로 55,5.0,0,#none
연세디앤유치과의원,032-274-2875,인천 부평구 경원대로 1395 부평1번가 203~206호,4.4,0,http://www.ysdnu.co.kr
연세세린치과의원,032-462-2828,인천 남동구 백범로 132 만수프라자 2층 201~202호,5.0,0,#none
송도이안치과,032-814-2275,인천 연수구 송도문화로28번길 28,4.4,0,#none
수치과의원,032-883-2828,인천 미추홀구 낙섬서로 4 현대메디컬센터 2층,5.0,0,#none
연세플란트치과의원,032-441-7528,"인천 미추홀구 미추홀대로 744 CNN 2,3층",,0,http://www.ysplantdental.com
지안하늘치과의원,032-713-7974,인천 연수구 센트럴로 263 IBS타워 7층,,0,https://blog.naver.com/jiansky
문형일치과,032-513-0180,인천 부평구 경인로1104번길 6,3.0,0,#none
남부치과의원,032-505-7528,인천 부평구 남부역로20번길 27 2층 301호,5.0,0,#none
도화더본치과의원,032-868-2828,인천 미추홀구 숙골로 114 우리타워 3층 302호,0.0,0,http://thebondental.com/
계양가온365치과의원,032-544-2879,인천 계양구 오조산로 85 3층,4.8,0,#none
편한세상치과,032-814-9405,인천 남동구 앵고개로 463,4.0,0,#none
가정백세플란트치과의원,032-272-2828,인천 서구 가정로 386 3층,5.0,0,https://blog.naver.com/danbee1226
연세고운미소치과의원 인천부평,032-511-2822,인천 부평구 부평대로 21 5층,,0,http://www.misosmilebp.com
이석현치과의원,032-815-7327,인천 연수구 선학로 90,5.0,0,#none
365원플란트치과의원,032-715-6162,인천 연수구 청량로 217 3층,0.0,0,http://365one.kr
김태건치과,032-851-2828,인천 연수구 해돋이로 168-2 3층 301호,,0,https://blog.naver.com/tg-cons
라이프치과의원,032-503-2828,인천 부평구 일신로14번길 12 진한빌딩 2층 1호,5.0,0,https://blog.naver.com/ilsindc
서울바로치과의원,032-568-7573,인천 서구 이음대로 378 로뎀타워 3층 304~306호,,0,http://svdc.kr/
튼튼한연세치과의원,032-502-2275,인천 부평구 수변로 74 삼성아파트 2층 201호,5.0,0,#none
서울가족치과의원,032-573-2875,인천 서구 가정로 369 서경백화점 3층,4.5,0,http://www.familydent.co.kr
서울미치과,032-461-2804,인천 남동구 남동대로 772 동성빌딩 2층,3.2,0,http://www.seoulme.co.kr
청라아이비치과의원,032-285-2875,인천 서구 청라한내로 110 청라금융단지 오피스 A동 2층,0.0,0,http://cheongnaivy.co.kr/
한빛치과의원,032-502-6155,인천 부평구 마장로 437 2층,3.0,0,#none
유디치과의원,032-442-2882,인천 남동구 예술로192번길 31 대건빌딩 3층,2.6,0,http://www.udh.co.kr
열린치과의원,032-816-2275,인천 연수구 비류대로 435,2.3,0,#none
센트럴치과,032-832-2885,인천 연수구 해돋이로 118 마린프라자 3층,4.6,0,#none
푸른치과의원,032-446-2882,인천 남동구 남동대로370번길 114 동보아파트 상가 2층 201호,3.7,0,#none
연세스마트치과의원,032-218-2875,인천 남동구 예술로 126 5층 509~510호,,0,http://www.ysmart.co.kr
윌플란트치과의원,032-555-2277,인천 계양구 봉오대로 668 7층,,0,#none
서울본치과의원,032-833-2281,"인천 연수구 컨벤시아대로130번길 14 메디플러스 3층 305,306호",5.0,0,#none
루원퍼스트치과의원,032-203-2820,인천 서구 서곶로 50 대성베르힐2차 A동 2층 207~212호,4.3,0,#none
간석굿모닝치과의원,032-427-2828,인천 남동구 남동대로 886,4.5,0,#none
센트럴청원치과의원,032-438-2885,인천 남동구 인하로 497-5 푸른세상안과빌딩 10층 1001호,,0,#none
마음플란트치과의원,032-721-7928,인천 미추홀구 석정로 396 2층,,0,http://www.maumplant.com
공항미치과의원,0502-5553-4760,인천 중구 신도시남로142번길 6 메가스타영종 207호,3.8,0,https://blog.naver.com/airportdental
리봄치과의원,032-235-2879,인천 연수구 하모니로178번길 22 송도지티엑스센트럴 604~608호,5.0,0,http://www.rebomdental.com/
서울네오플란트치과의원,032-526-2804,인천 부평구 길주남로 109,5.0,0,#none
송도나음치과,032-833-2828,인천 연수구 아트센터대로168번길 100 한라 웨스턴파크 송도 F동 235호,5.0,0,https://blog.naver.com/songdonaum
영플란트치과의원,032-473-2275,인천 부평구 부흥로 412 2층,0.0,0,#none
사과나무치과의원,032-511-2828,인천 부평구 광장로 16 부평민자역사 6층,2.8,0,https://blog.naver.com/inappledent
서울휴플러스치과,032-576-7528,인천 서구 거북로 99 2층,5.0,0,#none
우수치과의원,032-565-2080,"인천 서구 완정로 172 서주빌딩 3층 304, 305호",,0,http://www.woo-soo.co.kr/
실로암치과의원,032-435-7528,인천 남동구 백범로 381,3.0,0,#none
김종화치과의원,032-464-4708,인천 남동구 호구포로 812,3.4,0,#none
정원치과의원,032-545-6422,인천 계양구 계양대로 65 4층,4.2,0,https://blog.naver.com/jw5456422
서울바른송치과의원,032-437-7528,"인천 부평구 열우물로 90 더샵부평센트럴시티 F동 상가 4층 401~402,407호",,0,http://seoulbrsdc.com
서울바른정치과의원,032-422-3317,인천 미추홀구 경원대로 854 3층,0.0,0,#none
부평탑치과의원,032-272-2275,인천 부평구 세월천로 67 2층,3.7,0,http://bptop.co.kr/index.asp
서울정석치과의원,032-213-2828,인천 계양구 계양대로 102 3층,4.5,0,http://seoulstandard.com/
스카이치과의원,032-818-2828,인천 연수구 먼우금로 194 메카오피스텔 2층,0.0,0,#none
서울정플란트치과의원,032-431-2275,"인천 남동구 호구포로 220 명진프라자 6층 601,602호",4.6,0,http://seouljungplant.com
부평에이스치과의원,032-528-2804,인천 부평구 마장로242번길 5 화랑프라자 2층,0.0,0,#none
신동아치과의원,032-865-2828,인천 미추홀구 학익소로61번길 139 신동아아파트 5차상가 201호,5.0,0,#none
논현고운이치과교정과치과의원,032-446-7528,인천 남동구 논고개로 120 논현프라자 701호,5.0,0,https://www.ortho3smile.com/
연세차치과의원,032-463-9692,인천 남동구 만수로 71 2층,5.0,0,#none
슈어치과교정과치과병원,032-752-2891,인천 중구 하늘중앙로225번길 3 영종M타워 3층 301~302호,,0,https://www.instagram.com/sure.ortho/
연세치과,032-425-5400,인천 남동구 경인로 530,4.7,0,#none
이사랑치과의원,032-579-9944,인천 서구 길주로 90 2층,4.2,0,#none
바른플란트치과의원,032-888-7522,인천 미추홀구 독배로 434,4.0,0,#none
바른공감치과의원 검단신도시점,032-279-2879,"인천 서구 서로3로 104 신화프라자 3층 303,304호",4.9,0,https://blog.naver.com/bgdental88
연세세브란스치과의원,032-298-2828,인천 서구 서곶로 866 강서빌딩 3층,3.4,0,http://yonsev.com
더본플란트치과의원,032-772-7528,인천 중구 우현로 34 덕원빌딩 4층,0.0,0,https://blog.naver.com/thebonplant
연세구월사랑니구강악안면외과치과의원,032-424-2838,인천 남동구 인하로 497-15 대건빌딩 5층 502호,0.0,0,https://yonseiguwol.com
올스마일치과의원 동암점,032-442-2119,인천 부평구 동암광장로 8 2층,5.0,0,#none
서울삼성치과의원,032-567-5755,인천 서구 중봉대로 588 청라센트럴프라자 3층 303-305호,,0,https://seoulsamsungdent.co.kr/
프린스앤프린세스치과,032-258-2875,인천 남동구 남동대로 686 PNP 타워 4층,0.0,0,http://blog.naver.com/pnpdental
고운 이라인치과,032-511-1121,인천 부평구 부평문화로 38 대학빌딩 4층,0.0,0,http://www.goun2.co.kr/
정성욱치과,032-515-2275,인천 부평구 동수로188번길 8 2층,5.0,0,#none
연세리본치과의원,032-527-2175,인천 부평구 부흥로 245,2.7,0,#none
평화치과의원,032-362-2875,인천 부평구 수변로 8 파워프라자 2층 203호,3.0,0,#none
연세검단치과의원,032-225-7528,인천 서구 이음대로 388 ABM타워 5층 503~509호,,0,https://연세검단치과.kr
상아플러스치과의원,032-772-2877,인천 중구 우현로 75 3층,4.4,0,#none
바른수치과의원,032-563-2275,인천 서구 한들로 74 4층,,0,http://bareunsu.com/
허정치과의원,032-526-9567,인천 부평구 부평대로 36,4.3,0,http://www.huhdent.com
소망치과의원,032-822-2874,인천 연수구 새말로 88 2층,0.0,0,#none
행복한치과의원,032-543-7528,인천 계양구 계산천동로 15 2층,0.0,0,#none
정성담은치과의원,032-282-2879,인천 부평구 세월천로 42 3-4층,5.0,0,#none
어르신부평치과의원,032-272-2875,인천 부평구 경원대로 1402 프라자빌딩 3층,0.0,0,#none
민영규치과의원,032-884-3483,인천 중구 축항대로86번길 38 라이프상가 1동 3층,5.0,0,#none
서울원치과의원,032-423-3275,인천 미추홀구 인하로221번길 6 다안빌딩 5층 501호,5.0,0,#none
연세세브란스치과의원,032-237-7575,인천 중구 우현로 93 2~4층,5.0,0,#none
부개연세치과의원,032-361-0028,인천 부평구 길주남로 158 부개프라자 6층,4.0,0,http://부개연세치과.com
연세세이브치과의원,032-859-7528,인천 연수구 컨벤시아대로230번길 42 송도아라프라자 204호,5.0,0,#none
1미리치과의원,032-887-2879,"인천 미추홀구 수봉로 3 2,3층",5.0,0,http://www.1mmdental.co.kr
경남서울치과의원,032-514-2875,인천 부평구 안남로222번길 27 4층,2.6,0,#none
예미담치과의원,032-667-2828,인천 서구 청라라임로 71 4층,2.6,0,#none
서울바름치과의원,032-235-2828,인천 미추홀구 독배로317번길 23 해성프라자 3층 302호,4.4,0,http://www.seoulbareum.com
서울365치과의원,032-432-0365,인천 남동구 예술로 138 이토타워 212~214호,4.8,0,http://seoul365dental.com
투유치과의원,032-229-2879,"인천 연수구 신송로 154 더제니스 303,304호",5.0,0,http://toudental.com
불로치과의원,032-567-8975,인천 서구 검단로 764 웅현빌딩 4층,4.2,0,#none
제이치과의원,032-859-0700,인천 연수구 신송로 161 하이츠 2층 205호,4.3,0,#none
임플라인치과의원,032-231-2888,인천 미추홀구 석정로 21 저스트병원타워 303~304호,0.0,0,http://www.implineic.com/
맑은향기치과의원,032-875-7733,인천 미추홀구 소성로 88 3층,3.7,0,#none
파스텔치과의원,032-563-2080,인천 서구 완정로 61 윤성프라자 3층,5.0,0,http://blog.naver.com/goodpastel
부평소호치과의원,032-724-8977,인천 부평구 경원대로 1409 반석빌딩 3층,,0,#none
프라임치과의원,032-288-2828,인천 서구 가정로 437 루원시티1차SK리더스뷰아파트 301동 208~209호,5.0,0,#none
미래치과의원,032-506-7528,인천 부평구 영성서로 37,4.2,0,#none
청라퍼스트치과의원,032-575-2875,"인천 서구 청라커낼로 264 청라두손중앙프라자 5층 504,505호",0.0,0,http://blog.naver.com/firstdent11
송도치과의원,032-832-2875,인천 연수구 비류대로 208,5.0,0,http://송도이닥터.com
동암플란트치과의원,032-263-7575,인천 부평구 동암광장로 14 5층,5.0,0,http://dongamplant.com/
유디치과의원 부평역점,032-525-1800,인천 부평구 시장로 12 3층,1.8,0,http://udh.co.kr
서울수치과의원,032-462-7528,인천 남동구 인하로 613 더존프라자 4층,5.0,0,http://sudent.or.kr/
해맑음치과의원,032-523-2804,인천 부평구 부평대로 153 대명벨리온2층 243호,0.0,0,#none
연세꿈꾸는아이치과의원 인천용현점,032-224-2879,인천 미추홀구 독배로 311 비젼프라자 705호,5.0,0,https://blog.naver.com/yonseidreaming
오치과,032-933-2828,인천 강화군 강화읍 강화대로404번길 4,3.0,0,#none
