상호명,전화번호,주소,평점,리뷰수,홈페이지
삼성치과의원,02-555-8970,서울 강남구 영동대로 510 삼성빌딩 3층 301호,5.0,0,#none
연세문치과의원,02-579-2804,서울 강남구 도곡동 91-5 삼성래미안아파트 상가 동관동 2층 203호,5.0,0,#none
서울좋은치과보철과치과의원,02-521-8855,서울 강남구 남부순환로 2909 여천빌딩 3층 302호,3.1,0,http://www.goodtooth.com
뉴서울치과의원,02-540-7575,서울 강남구 학동로 219 국제빌딩 3층 301호,4.7,0,#none
연세진치과의원,02-541-2875,서울 강남구 영동대로 602 미켈란107빌딩 3층 302호,4.3,0,http://www.dentjin.co.kr/
백림치과의원,02-574-2877,서울 강남구 개포로 221 2층,3.0,0,#none
미도치과의원,02-552-2879,서울 강남구 삼성로 150 한보미도상가 2층 202-1-B호,4.9,0,http://midodental.co.kr
정경천치과,02-445-1052,서울 강남구 삼성로 38 개포빌딩 208호,5.0,0,#none
강남세브란스병원 치과보철과,1599-6114,서울 강남구 언주로 211 1동 3층,0.0,0,https://gs.severance.healthcare
미형치과의원,02-562-8714,서울 강남구 테헤란로25길 40 경성빌딩 302호,1.0,0,#none
이해준치과의원,02-558-2440,서울 강남구 봉은사로 474 쌍용플래티넘 207호,3.0,0,#none
강남파인즈치과의원,02-445-2855,서울 강남구 헌릉로569길 13 라온프라이빗시티 강남 2층 203~204호,4.6,0,http://www.pinesdental.co.kr
디케이치과,02-567-2811,서울 강남구 선릉로 314,3.8,0,#none
강남유레카치과의원,02-540-2875,서울 강남구 강남대로 480 9층,4.6,0,http://www.dental-eureka.com/
세인치과의원,02-575-8048,서울 강남구 선릉로 225 도곡렉슬상가 2층 208호,5.0,0,https://blog.naver.com/seindentalclinic
뽀드득치과의원,02-445-7827,서울 강남구 개포로 630 공익빌딩 3층,3.4,0,#none
아름다운치과의원,02-573-2275,서울 강남구 선릉로 225 도곡렉슬상가 402호,5.0,0,https://www.아름다운치과도곡.com
서울미소진치과의원,02-515-2875,서울 강남구 삼성로92길 29 퀼트하우스빌딩 8층,4.0,0,http://www.seoulmisojin.co.kr
박세진치과의원,02-3288-2279,서울 강남구 남부순환로 2927 대치클래시아 5층 503호,4.1,0,http://sejindental.com
서울원치과의원,02-549-2880,서울 강남구 압구정로28길 28,0.0,0,#none
이포치과의원,02-549-9599,서울 강남구 삼성로 709 명보빌딩 3층,5.0,0,http://www.efortmj.co.kr
수서서울삼성치과,02-790-2875,서울 강남구 광평로56길 8-13 수서타워 3층 304호,3.5,0,http://www.mydent.co.kr
바이란트치과의원,02-3429-1100,서울 강남구 테헤란로 401 남경빌딩 6층 602호,0.0,0,#none
서울메이치과의원,02-3447-6004,서울 강남구 도산대로 110 KBL센터 4층 402호,5.0,0,#none
아너스치과교정과치과의원,02-3447-2800,서울 강남구 논현로171길 15 카로시티1 2층 205~206호,5.0,0,http://www.snuhonors.com/
하창윤치과의원,02-3411-1452,서울 강남구 양재대로55길 13 조이빌딩 2층,0.0,0,#none
시카고초콜렛치과 청담점,02-3443-2879,서울 강남구 선릉로 703 H&S타워 3층,4.0,0,http://www.chocodental.com/
임순호치과의원,02-549-9800,서울 강남구 언주로168길 5 지미안빌딩 4층,3.0,0,#none
서울한사랑치과의원,02-3461-7528,서울 강남구 개포로 224 준빌딩 3층,5.0,0,#none
서울혜치과의원,02-566-7522,서울 강남구 테헤란로 131 한국지식재산센터 지하1층,4.9,0,https://blog.naver.com/daham2875
행복드림치과의원,02-553-2879,서울 강남구 논현로 327 명호빌딩 3층,5.0,0,https://blog.naver.com/happydream797
김우영치과의원,02-543-2752,서울 강남구 영동대로 708 3층,5.0,0,#none
연세키즈앤주니어치과의원,02-508-3315,"서울 강남구 삼성로 212 은마상가 A동 205,206호",1.3,0,#none
보스톤치과의원,02-2051-6275,서울 강남구 남부순환로 2941,0.0,0,#none
김태영치과의원,02-568-0605,서울 강남구 도곡로 183 현진빌딩 301호,3.4,0,#none
그대를위한치과의원,02-2183-2879,서울 강남구 테헤란로 339 9층,0.0,0,#none
미소인치과의원,02-501-2804,서울 강남구 테헤란로88길 10 신안메트로칸오피스텔 2층 203호,,0,http://www.mymisoin.co.kr
강남편안한치과의원,02-573-2879,서울 강남구 언주로7길 6 개포자이르네 2층 206~207-1호,4.1,0,#none
연세윤앤민치과의원,02-565-2275,서울 강남구 삼성로 155 대치퍼스트빌딩 3층 317~318호,0.0,0,#none
미치과의원,02-577-5756,서울 강남구 남부순환로 2738 상일빌딩 3층,4.2,0,#none
장치과의원,02-6000-2875,서울 강남구 테헤란로87길 37 영진빌딩 3층,0.0,0,#none
서울열린치과의원,02-3411-2882,서울 강남구 개포로 615 석탑프라자 4층,4.3,0,#none
뉴욕브레이스치과의원,02-542-2275,서울 강남구 학동로 327 1층,5.0,0,http://www.nybrace.co.kr
이헌우치과의원,02-528-3451,서울 강남구 테헤란로 504 해성빌딩 지하1층,4.0,0,#none
조병훈치과의원,02-517-2090,서울 강남구 학동로 342 서울 강남구 학동로 342,3.0,0,http://blog.naver.com/chobhdc
두서울치과의원,02-508-3331,서울 강남구 테헤란로 514 삼흥2빌딩 6층,4.8,0,#none
포샤르치과의원,02-3469-1500,서울 강남구 강남대로 390 미진프라자 11층,2.6,0,http://www.fauchard.co.kr
이철규이대경치과의원,02-555-0326,서울 강남구 선릉로 429 KR타워 13층,4.7,0,http://www.edendental.co.kr
메이크치과의원,02-6672-6122,서울 강남구 도산대로 122 에메랄드타워 10층,5.0,0,https://makedental.co.kr/
이원상치과의원,02-573-6988,서울 강남구 선릉로 38 오성빌딩,3.4,0,#none
선플러스치과의원,02-556-8627,서울 강남구 테헤란로51길 10 정다운빌딩 3층,5.0,0,#none
예손치과의원,02-501-0088,서울 강남구 테헤란로 116 동경빌딩 지하1층,5.0,0,#none
연세미소치과의원,02-3412-7528,"서울 강남구 광평로19길 10 206,207호",3.0,0,#none
일원사랑치과의원,02-2226-2835,서울 강남구 일원로 127 가람아파트 상가동 2층 201호,,0,#none
황우치과의원,02-563-2849,서울 강남구 선릉로 515 동인 401호,4.5,0,#none
이물비치과 압구정,02-516-0657,서울 강남구 압구정로34길 11 압구정스퀘어 401호,2.3,0,#none
더시카고치과의원,02-558-2820,서울 강남구 영동대로96길 34 대윤빌딩 지하1층,5.0,0,http://www.chicagotooth.co.kr/
이현원치과의원,02-561-0222,서울 강남구 선릉로 305 HT타워 3층,3.9,0,http://orthotropics.co.kr
미드미치과 강남점,1800-2875,서울 강남구 도산대로 107 신용호타워 5층,5.0,0,http://www.midmident.com
서울주치과,02-554-2882,서울 강남구 도곡로 408 4층,3.8,0,#none
비너스치과의원,02-3445-9716,서울 강남구 논현로 841 JB미소빌딩 지하1층 105호,5.0,0,http://venusdental.co.kr
소중한치과의원,02-567-2824,서울 강남구 역삼로4길 22 2층,4.9,0,#none
에이스플란트치과의원,02-2052-2879,서울 강남구 테헤란로 203 서울인터내셔널타워 지하1층,0.0,0,http://ace-plant.kr
김앤김치과의원,02-594-2850,서울 강남구 논현로 841 JB미소빌딩 4층 410호,0.0,0,http://www.kimkimdental.com
꼼꼼한치과의원,02-567-2828,서울 강남구 영동대로86길 11 3층,5.0,0,#none
김진호치과교정과치과의원,02-539-7588,서울 강남구 남부순환로 2936 윈플러스상가 306-1호,0.0,0,#none
서울토토치과의원,02-539-1106,서울 강남구 도곡로 521 대치플라자 203호,3.7,0,#none
청담아이소아치과의원,02-545-5275,서울 강남구 학동로 413 청담빌딩 3층 301호,5.0,0,#none
고운미소치과의원,02-3462-3462,서울 강남구 논현로 310 2층,5.0,0,#none
자스민치과의원,02-556-2875,"서울 강남구 선릉로86길 17 9층 901,902호",,0,http://jasmindental.co.kr
압구정사랑의치과의원,02-542-6633,서울 강남구 압구정로 210 융기빌딩 309호,5.0,0,#none
연치과병원,02-552-7272,서울 강남구 남부순환로 2941 대치탑프라자 2층,5.0,0,http://www.dyon.co.kr/
한치과의원,02-3444-2273,서울 강남구 삼성로 642 삼성빌딩 201호,5.0,0,#none
채치과의원,02-584-4019,서울 강남구 개포로82길 13-11 3층 2호,3.0,0,#none
김철수치과의원,02-567-6968,서울 강남구 역삼로 310 한솔 5층,0.0,0,#none
뉴욕치과의원,02-501-0009,서울 강남구 테헤란로 205 역삼빌딩 3층,0.0,0,#none
하트스캔치과의원,02-539-7526,서울 강남구 테헤란로114길 38 지하1층,3.0,0,#none
고려치과의원,02-3453-8111,서울 강남구 남부순환로 2927 대치클래시아 3층 312호,5.0,0,#none
서울바른치과의원,02-544-3855,"서울 강남구 학동로 342 에스케이 허브블루 201,201-1호",3.7,0,http://www.seoulbarun.com/
씨앤씨치과의원,02-555-2275,서울 강남구 언주로94길 11 2층,3.7,0,#none
서울주니어치과의원,02-554-2282,서울 강남구 언주로 314 강남프라자 403호,2.3,0,#none
이와이치과의원,02-3444-2527,서울 강남구 논현로175길 6 로얄빌딩 4층,0.0,0,http://ewae.co.kr
환희치과의원,02-554-8275,서울 강남구 도곡로 409 502호,5.0,0,#none
서울퍼스트치과의원,02-594-2875,서울 강남구 봉은사로 331 3층,4.6,0,http://www.seoul-first.com/
타워팰리스치과의원,02-3461-2275,서울 강남구 언주로30길 39 린스퀘어 4층,4.3,0,#none
연세백치과의원,02-6205-2875,서울 강남구 테헤란로 339 선릉빌딩 5층,4.7,0,http://yonsei100.com
김이안치과의원,02-508-5415,서울 강남구 테헤란로87길 13 서영빌딩 5층,5.0,0,#none
석탑치과의원,02-2226-8486,서울 강남구 개포로 615 석탑프라자 3층 302~303호,4.3,0,#none
선정릉치과의원,02-557-0202,서울 강남구 선릉로 604 호산프라자 2층 204호,5.0,0,http://sjndental.co.kr/index.html
서울미치과의원,02-576-2828,"서울 강남구 개포로 307 203, 204호 일부",5.0,0,#none
메르덴플러스치과의원,02-518-2804,서울 강남구 논현로 614 ARTISAN 빌딩 3층,5.0,0,#none
얼바인치과의원,02-3414-9550,서울 강남구 일원로 43,4.5,0,#none
세곡어린이치과의원,02-445-2877,서울 강남구 밤고개로21길 73,2.8,0,#none
서울윙크치과의원,02-6739-2000,서울 강남구 삼성로 14 개포자이 프레지던스 205호,,0,#none
연세윤치과의원,02-445-4050,서울 강남구 영동대로 22 디에이치 자이 개포 상가 4동 216~217호,,0,#none
프라임치과의원,02-3453-5288,서울 강남구 테헤란로 516 정헌빌딩 3층,0.0,0,#none
크로스디치과의원,02-515-4455,서울 강남구 압구정로 308 경진빌딩 5층,3.0,0,https://link.inpock.co.kr/crossd
백치과의원,02-544-9974,서울 강남구 도산대로 109 동원빌딩 5층,0.0,0,#none
연세로운치과의원,02-578-5100,서울 강남구 언주로 110 경남아파트 상가동 2층 1호,,0,http://yonseiroun.co.kr
서울플러스치과의원,02-3413-2875,서울 강남구 광평로 280 로즈데일오피스텔 지하2층 127호,,0,#none
포스유치과의원,02-3477-2800,서울 강남구 강남대로 364 미왕빌딩 6층,4.4,0,https://blog.naver.com/fosyu
소망치과의원,02-445-5087,"서울 강남구 일원로 49 2,3층",,0,#none
이치원치과의원,02-3413-5900,서울 강남구 개포로 623 대청타워 206호,5.0,0,#none
수서자연치과의원,02-445-2804,서울 강남구 밤고개로21길 8 세곡프라자 2층 203호,,0,https://www.instagram.com/suseo_nature/
서울테헤란치과의원,02-567-2228,서울 강남구 테헤란로 403 리치타워 302호,,0,http://www.seoulteheran.com
라미란트치과의원,02-543-2804,서울 강남구 선릉로 801 배강빌딩 6층,0.0,0,http://lamilant.co.kr
투데이치과의원,02-562-2872,서울 강남구 테헤란로 146 현익빌딩 8층,4.0,0,http://todaydent.com
수서스마일치과의원,02-568-2879,"서울 강남구 광평로 280 로즈데일오피스텔 지하2층 B115,B117-1호",,0,#none
메이치과의원,02-558-2875,서울 강남구 도곡로 448 동서빌딩 303호,3.6,0,#none
양재호치과의원,02-512-2878,서울 강남구 압구정로 338 동서빌딩 2층 2호,5.0,0,http://www.implantyang.com/
오클라호마 자연주의치과의원,02-577-9344,서울 강남구 남부순환로 2609 하늘빌딩 4층 402호,2.8,0,http://www.naturaldent.kr/home/
헤리치과의원,02-533-2275,서울 강남구 강남대로 354 혜천빌딩 4층,3.7,0,http://www.heriplant.co.kr/
선릉애플치과의원,02-538-3694,서울 강남구 테헤란로 313 성지하이츠1차 지하1층 9호,,0,https://blog.naver.com/dentist_sapple
정우선치과교정과치과의원,02-2088-0007,서울 강남구 남부순환로 2927 대치클래시아 3층 308호,3.7,0,http://seanmade.com
덴타피아치과의원 강남,02-529-2875,서울 강남구 강남대로 248 2층,5.0,0,https://blog.naver.com/tned9154
아이들세상치과의원,02-3460-2232,서울 강남구 언주로30길 10 현대비전21 401호,4.0,0,#none
동민허브치과의원,02-3462-2872,서울 강남구 강남대로 240 양재SK허브프리모,0.0,0,#none
우리들윤치과의원,02-6409-2875,서울 강남구 역삼로52길 14 도곡프라자 2층 209호,,0,https://blog.naver.com/wooridleyoon
영동치과의원,02-3443-2824,서울 강남구 영동대로 702 화천회관빌딩 지하1층,0.0,0,#none
닥터프라임치과의원,02-563-5200,서울 강남구 테헤란로 101 이즈타워 13층 1302호,3.5,0,#none
서울라인치과의원,02-566-5129,서울 강남구 도곡로 519 구공빌딩 3층,5.0,0,#none
개포인치과의원,02-3411-2804,"서울 강남구 삼성로 40 202,203호",5.0,0,#none
어울림치과의원,02-3412-2876,서울 강남구 개포로 504 메트하임 4층,4.7,0,#none
미소치과,02-538-7528,서울 강남구 도곡로 444,4.2,0,#none
더삼성치과의원,02-544-2875,서울 강남구 선릉로 725,0.0,0,#none
이재신치과의원,02-556-2845,서울 강남구 학동로 343 POBA강남타워 2층,5.0,0,#none
서울SIC치과의원 코엑스점,02-6002-2828,서울 강남구 삼성동 159 코엑스몰 지하2층 K207호,5.0,0,http://www.seoulsic.com/
에이플러스치과교정과치과의원,02-3442-7676,서울 강남구 영동대로 704 삼강빌딩 3층,5.0,0,#none
이안맨하튼치과의원,02-548-2828,서울 강남구 도산대로 107 SYH빌딩 11층,5.0,0,http://www.drhaam.com
강남하나로치과의원,02-590-1313,서울 강남구 테헤란로 326 태보역삼아이타워 8층,1.0,0,#none
S&K치과의원,02-544-7528,서울 강남구 논현로 839 규명빌딩 5층 503호,5.0,0,http://www.snkdent.com
안상훈치과의원,02-547-3127,서울 강남구 언주로167길 25,1.0,0,#none
준치과의원,02-573-2870,서울 강남구 남부순환로363길 11,5.0,0,#none
강남서울치과의원,02-2190-2181,서울 강남구 남부순환로 2806,4.6,0,#none
필립치과의원 압구정,02-3443-8277,서울 강남구 압구정로32길 11 캐럴라인타워 2층 5호,5.0,0,#none
카이노스치과의원,02-565-6005,서울 강남구 테헤란로 440 지하1층,5.0,0,#none
압구정바로미치과의원,02-518-2801,서울 강남구 언주로 869 서영빌딩 4층 401호,4.0,0,http://blog.naver.com/baromident
서울이채움치과의원,02-573-2875,서울 강남구 선릉로 26 JS빌딩 5층,5.0,0,http://blog.naver.com/e-chaeum
수성치과의원,02-2226-7077,서울 강남구 광평로 63,5.0,0,#none
엠케이이지치과의원,02-546-5526,서울 강남구 논현로176길 14 압구정증권빌딩 6층 603호,5.0,0,#none
서울S타운치과의원,02-522-2801,서울 강남구 강남대로 342 역삼빌딩 2층,4.6,0,#none
매직키스치과의원,02-3452-8275,서울 강남구 압구정로 162 베네하임시티 지하1층 105호,,0,#none
해인치과의원,02-561-7528,서울 강남구 선릉로69길 19 역삼래미안아파트 3층,5.0,0,#none
디원치과의원,070-8065-2842,서울 강남구 도산대로 111 에스타워 4-5층 401~501호,,0,https://d1dent.com
강남뉴욕치과의원,02-566-8600,서울 강남구 선릉로 320,3.7,0,#none
연세수치과의원,02-2040-7287,서울 강남구 밤고개로1길 10,5.0,0,#none
이혁상더블유치과의원,02-555-2835,서울 강남구 삼성로 155 대치퍼스트빌딩 4층 404~407호,,0,http://www.w-dental.co.kr
강남이안치과의원,02-514-2835,서울 강남구 선릉로 660 브라운스톤레전드 304호,4.4,0,https://sites.google.com/view/ian-dental-clinic
그레이스치과의원,02-3452-2080,서울 강남구 테헤란로87길 25 전방빌딩 3층,5.0,0,http://blog.naver.com/gracedentist
서울특별치과교정과의원,02-6203-3980,서울 강남구 도곡로 331 3층,5.0,0,http://www.ssortho.co.kr
스타치과의원,02-2112-2875,서울 강남구 논현로79길 22 스타치과빌딩 1층,5.0,0,#none
서울튼튼이치과의원,02-543-0004,서울 강남구 선릉로 602 4층,,0,https://blog.naver.com/ttedental
김성훈치과의원,02-2038-2805,서울 강남구 선릉로86길 31 롯데골드로즈 2차 2층 201호,3.9,0,https://blog.naver.com/ksh_dentalclinic
YK콜럼비아치과의원,02-3444-2872,서울 강남구 압구정로 156 카로시티2빌딩 401~403호,2.9,0,#none
유엠디칠드런치과의원,02-556-2253,서울 강남구 도곡로 405 삼환아르누보2차 206호,1.0,0,#none
연치과의원,02-514-4545,서울 강남구 논현로 867 한승빌딩 5층,0.0,0,#none
지앤미치과의원 강남역삼점,02-552-2828,서울 강남구 테헤란로 310 두꺼비빌딩 3층,5.0,0,http://www.zimi.co.kr/ver_2/
청담운치과의원,02-511-2816,서울 강남구 도산대로67길 30 3층,0.0,0,#none
황정현치과의원,02-3446-5975,서울 강남구 삼성로126길 6 보고재빌딩 2층,0.0,0,#none
이선국치과의원,02-3469-1133,서울 강남구 강남대로 390 미진프라자 4층,0.0,0,#none
김능세치과의원,02-545-9581,서울 강남구 선릉로 654 예인빌딩 2층 202호,5.0,0,#none
바른해치과 교정과치과의원,02-575-2885,서울 강남구 선릉로 225 도곡렉슬아파트 305호,2.3,0,http://www.barunhae.com/
리엔치과,02-445-2875,서울 강남구 헌릉로570길 34 202호,3.5,0,#none
티스치과의원,02-558-7775,서울 강남구 역삼로 310 이마트역삼점 2층,5.0,0,#none
유니끄치과의원,02-561-2080,서울 강남구 삼성로51길 6 2층,0.0,0,#none
아름다운얼굴치과의원,02-568-1718,서울 강남구 선릉로 311 한티빌딩 4층,1.0,0,http://www.dr8275.com
임플란피아치과의원,02-553-9691,서울 강남구 영동대로 520 현대아이파크타워 2층,3.6,0,http://implanpia.com
치과의료선교회,02-511-1040,서울 강남구 학동로88길 12 청진상가 305호,0.0,0,http://www.dmfc.org
강남예손치과의원,02-562-2085,"서울 강남구 남부순환로 2911 303, 304호",2.3,0,#none
역삼연치과의원,02-539-0208,서울 강남구 논현로 340 201호,,0,#none
조훈치과의원,02-547-5075,서울 강남구 압구정로34길 11 압구정스퀘어 501호,5.0,0,https://blog.naver.com/PostList.nhn?blogId=chohoon75
압구정웰치과,02-569-2275,서울 강남구 압구정로 160 제성빌딩 303호,0.0,0,#none
엔와이컬럼비아치과의원,02-557-2823,서울 강남구 삼성로 155 대치퍼스트빌딩 408호,5.0,0,#none
우리안치과의원,02-565-2828,서울 강남구 테헤란로 409 동신빌딩 4층,3.8,0,#none
연세K치과의원,02-565-2997,서울 강남구 테헤란로25길 20 3층,5.0,0,#none
서울정이든치과의원,02-536-2080,서울 강남구 언주로173길 23 수성빌딩 2층,5.0,0,#none
연세예은치과,02-445-2835,"서울 강남구 개포로82길 13-9 세종빌딩 2층 205, 206호",,0,#none
이레치과의원,02-529-2885,서울 강남구 언주로30길 13 대림아크로텔 C동 2층 202호,3.0,0,#none
포이연치과의원,02-3463-2877,서울 강남구 개포로 202,5.0,0,#none
LA이플란트치과의원,02-564-2804,서울 강남구 남부순환로 2927 대치클래시아 2층 202호,5.0,0,#none
믿고찾는치과의원,02-3462-3462,서울 강남구 논현로 310 2층,5.0,0,#none
좋은마음치과의원,02-541-1131,서울 강남구 압구정로 312 동건빌딩 5층,4.3,0,#none
강우진치과의원,02-518-7582,서울 강남구 압구정로28길 25 3층,5.0,0,#none
압구정현대 부부치과의원,02-3448-2875,"서울 강남구 압구정로 156 카로시티2빌딩 305,306호",0.0,0,#none
압구정새하치과의원,02-514-0012,서울 강남구 논현로176길 20 화영빌딩 3층,0.0,0,http://www.denti-saeha.co.kr
강남세브란스병원 치과보존과,1599-6114,서울 강남구 언주로 211 1동 3층,0.0,0,https://gs.severance.healthcare
사랑니를부탁해치과,02-2088-0284,서울 강남구 논현로 830,0.0,0,#none
할렐루야치과의원,02-451-2875,"서울 강남구 개포로109길 5 대치아파트1단지 상가 101호, 304호",4.0,0,#none
디자인치과 2관,02-540-1182,서울 강남구 선릉로 704 청담빌딩 4층,5.0,0,#none
조재형치과의원,0502-5553-5916,서울 강남구 논현로176길 14 6층 601-2호,5.0,0,#none
장종언치과의원,02-515-9119,서울 강남구 논현로 841 제이비미소빌딩 411호,3.7,0,#none
청담부부치과의원,02-543-0753,서울 강남구 학동로101길 21 2층,1.0,0,#none
이명석치과교정과치과의원,02-554-3766,서울 강남구 선릉로64길 8 그랜드빌딩 5층,5.0,0,#none
낙원가족치과의원,02-544-0571,서울 강남구 학동로 421 원영빌딩 301호,5.0,0,#none
서울대학교병원 강남치과의원,02-2112-5528,"서울 강남구 테헤란로 152 강남파이낸스센터 38,39층",0.0,0,#none
클레어치과의원,02-555-2879,서울 강남구 선릉로 507 부일타워 4층,0.0,0,http://clairedental.kr/
강남지인치과의원,02-518-1221,서울 강남구 언주로 631 7층,,0,#none
오앤오치과의원,02-576-7528,서울 강남구 강남대로 616 신사미타워 6층 601호,5.0,0,http://www.tmjkorea.co.kr
보하치과의원,02-3463-1143,서울 강남구 남부순환로 2615 극동스타클래스 3층 308~309호,5.0,0,#none
강남에이든치과,02-539-2112,서울 강남구 선릉로 578 태정빌딩 3층,4.9,0,#none
율치과의원,02-546-1545,서울 강남구 학동로 235 5층,,0,#none
일원김치과의원,02-451-2009,서울 강남구 양재대로55길 6 수서1단지아파트 상가 310호,5.0,0,#none
서울아르케치과의원,02-512-7228,서울 강남구 학동로 411 원일빌딩 6층,1.0,0,#none
다모아치과의원,02-567-2204,서울 강남구 언주로 337 동영문화센터 지하1층,0.0,0,#none
강남세브란스병원 치과교정과,1599-6114,서울 강남구 언주로 211 1동 3층,0.0,0,https://gs.severance.healthcare
김동백치과의원,02-508-2212,서울 강남구 선릉로 510 오성빌딩 2층,5.0,0,#none
연세티스치과의원,02-557-7528,서울 강남구 언주로 843,0.0,0,#none
다나치과의원,02-451-7528,서울 강남구 광평로51길 8 로얄프라자 304호,4.2,0,#none
라윤영치과의원,02-734-1673,서울 강남구 강남대로84길 23 한라클래식오피스텔 302호,2.6,0,#none
서울코웰치과의원,02-552-2882,서울 강남구 논현로 667 진우빌딩 3층,4.8,0,#none
역삼옥스치과의원,02-2005-0075,서울 강남구 논현로 508,5.0,0,http://blog.naver.com/gsoaks
스타일치과의원,02-554-4543,서울 강남구 논현로 401 청승빌딩 2층,4.0,0,https://스타일치과.com/
안창영치과의원,02-572-2875,서울 강남구 남부순환로 2912 우성아파트상가 3층 304호,2.8,0,#none
김순주치과의원,02-563-9860,서울 강남구 테헤란로 406 샹제리제센터 A동 3층,0.0,0,#none
드라마치과의원,0507-1418-1617,서울 강남구 선릉로 667 요현빌딩 4층,4.1,0,#none
김경현치과의원,02-3482-5777,서울 강남구 언주로 408 304호,5.0,0,#none
비타바른이치과의원,02-556-2242,서울 강남구 강남대로78길 12 예미프레스티지 9층 902호,4.4,0,http://www.vitasmile.co.kr
황재웅치과의원,02-517-5177,서울 강남구 논현로175길 18 3층,4.0,0,#none
성심치과의원,02-543-0219,서울 강남구 압구정로 140 현대빌딩 3층,5.0,0,#none
강흥석치과의원,02-562-4211,서울 강남구 도곡로 516,5.0,0,#none
홍수진어린이치과의원,02-546-8381,서울 강남구 논현로 841 제이비미소빌딩 405호,0.0,0,#none
김현수치과의원,02-556-3204,서울 강남구 도곡로 181,0.0,0,#none
한광수치과의원,02-451-9844,서울 강남구 광평로19길 15 목련상가 202호,5.0,0,#none
김계용치과의원,02-544-7682,서울 강남구 압구정로 151 2동 18호,5.0,0,#none
강남세브란스병원 치주과,1599-6114,서울 강남구 언주로 211 1동 3층,0.0,0,https://gs.severance.healthcare
에비뉴치과,02-555-7532,서울 강남구 선릉로 422 4층,2.3,0,#none
일원굿모닝치과의원,02-2226-0271,서울 강남구 일원로14길 25 푸른마을아파트상가 301호,3.5,0,#none
이재학치과의원,02-3412-2875,서울 강남구 삼성로 38 개포빌딩 307호,3.3,0,#none
SJ서울삼정치과의원,02-548-5528,서울 강남구 봉은사로 205 상하빌딩 2층,0.0,0,#none
우리삼성치과의원,02-2226-7528,서울 강남구 일원로 115 삼성생명빌딩 C동 2층 204-2호,4.0,0,#none
인치과의원,02-501-7824,서울 강남구 언주로 301 수진빌딩 202호,0.0,0,#none
김진섭치과의원,02-543-9509,서울 강남구 학동로 402 천마빌딩 3층,5.0,0,#none
시카고치과의원 대치점,02-557-2288,서울 강남구 선릉로 312 2층 28호,3.4,0,#none
윤두중치과의원,02-542-4191,서울 강남구 압구정로 212,5.0,0,#none
정재규치과의원,02-542-7151,서울 강남구 학동로101길 33 청담상가 205호,5.0,0,http://www.jjk-dental.co.kr/
드림치과교정과치과의원,02-548-2888,서울 강남구 논현로 841 제이비 미소빌딩 2층 209호,2.0,0,http://dreamsmile.co.kr
바디프랜드부속치과의원,02-3448-8980,서울 강남구 양재천로 163,0.0,0,#none
파크에비뉴치과의원,02-566-6628,서울 강남구 논현로 562 2층,0.0,0,https://www.facebook.com/profile.php?id=100066635256341
상류치과의원,02-2297-1919,서울 강남구 언주로 641 2층 213~218호,0.0,0,#none
김병찬치과의원,02-544-1220,서울 강남구 압구정로 224 우미빌딩,5.0,0,#none
민우석치과의원,02-543-0387,서울 강남구 언주로 869 서영빌딩 4층,5.0,0,#none
서울미시간치과의원,0507-1428-2833,서울 강남구 봉은사로 117 이건빌딩 5층,0.0,0,#none
서울에스치과의원,02-562-2275,서울 강남구 삼성로 155 대치퍼스트빌딩 3층 302호,5.0,0,#none
엔젤미치과의원,02-562-1004,서울 강남구 언주로 319,0.0,0,#none
서울시카고치과의원,02-508-2825,서울 강남구 역삼로 128 양원빌딩 601호,,0,#none
연세레이치과의원,02-552-7522,서울 강남구 남부순환로 2936 윈플러스상가 2층 208호,5.0,0,http://yonseilei.ilikedoc.kr
선릉웰치과의원,02-3453-8502,서울 강남구 테헤란로 403 리치타워 601호,4.2,0,#none
노박치과의원,02-3445-2288,서울 강남구 논현로 507,0.0,0,#none
문항진치과의원,02-547-6466,서울 강남구 강남대로 532 신성빌딩,0.0,0,#none
아이치과의원,02-3411-6211,"서울 강남구 개포로82길 7 삼성빌딩 202,203호",5.0,0,#none
홍순호치과의원,02-3446-2828,서울 강남구 강남대로 606 삼주빌딩 7층,5.0,0,#none
서울미소치과의원,02-595-2275,서울 강남구 도산대로 120 청호빌딩 15층,3.8,0,#none
연세이존치과의원,02-567-2825,서울 강남구 도곡로 405 삼환아르누보2 201호,4.4,0,#none
