상호명,전화번호,주소,평점,리뷰수,홈페이지
고운치과의원,02-525-2885,서울 서초구 효령로 132 고운메디컬 1층 102호,4.8,0,https://www.instagram.com/gowoon.dental.seoul
아인스치과교정과치과의원,02-521-2866,서울 서초구 강남대로 399 몬테소리빌딩 3층,4.8,0,http://www.seouleins.com
블랑쉬형치과의원,02-598-7528,서울 서초구 서초중앙로 108 K1빌딩 3층,4.9,0,http://blog.naver.com/emilymom69
크림치과의원,02-563-0028,서울 서초구 서초대로 411 GT타워,3.8,0,http://www.creamdental.com
길튼치과의원,02-585-8050,서울 서초구 서운로 34 우정빌딩 본관 1층,4.6,0,http://www.giltondent.com
리엔장치과의원,02-6258-2875,서울 서초구 강남대로 403 343빌딩 13층,5.0,0,https://gangnam.dental.lienjang.net
랭스치과의원,02-545-4111,서울 서초구 강남대로 589 멀버리힐스 1동 3층 301호,4.4,0,https://length.co.kr
서울순치과의원,02-537-2872,서울 서초구 서초중앙로28길 8 3층,5.0,0,http://blog.naver.com/hojo23kr
스노우치과의원,1599-1801,서울 서초구 강남대로 557 성한빌딩 5층,3.5,0,http://www.snowdc.co.kr
유디치과병원 강남뱅뱅점,02-2182-3300,서울 서초구 강남대로 309 코리아비지니스센터 3층,,0,http://www.udh.co.kr
오늘의치과의원 강남점,02-533-2879,서울 서초구 강남대로 429 유창빌딩 4층 401호,5.0,0,http://www.thetodaydent.com
화음치과의원,02-3478-2804,서울 서초구 잠원로4길 50 메이플자이 상가 동관 1동 3층 309~310호,5.0,0,http://www.hwaum.com/
연세봄치과의원,02-572-7528,서울 서초구 남부순환로 2632 4층,4.6,0,http://ysbomdc.co.kr/
현대웰치과의원,02-533-7522,서울 서초구 고무래로8길 2 대동빌딩 3층,5.0,0,#none
애플치과의원,02-588-2875,서울 서초구 서초대로52길 19 도원빌딩 2층,3.8,0,http://www.appledent.co.kr
황순정구강악안면외과치과의원,02-595-4737,"서울 서초구 강남대로 349 우남빌딩 2, 3층",5.0,0,http://hsj-dental.co.kr
서울차온치과의원,02-6295-2828,서울 서초구 서초대로 326 홀리스타빌딩 3층 301호,,0,https://chaondental.co.kr/
옥수수치과의원,02-3296-2875,서울 서초구 강남대로 483 청호빌딩 3층,5.0,0,http://www.oksusudent.com
서울내곡치과의원,02-3462-1675,"서울 서초구 헌릉로8길 9-8 내곡플라자 3층 302,303호",4.0,0,http://blog.naver.com/sn_dental
강남더블유치과의원,1660-0752,서울 서초구 강남대로 463 리젠타워 7층,,0,http://www.w75.co.kr
마이스터치과의원,02-887-2847,서울 서초구 방배로36길 9 에코빌 1-2층,4.9,0,#none
상아치과교정과의원,02-2138-2827,서울 서초구 방배로 227 영춘빌딩 2층 201호,,0,https://sangadental.kr/
강남브라운치과의원,02-3481-2828,서울 서초구 강남대로85길 5 대유빌딩 8층,5.0,0,https://blog.naver.com/pjs12980
이롬치과의원,02-511-7575,"서울 서초구 서초중앙로 125 로이어스타워 5층 501~503,509호",4.4,0,http://www.eromdental.co.kr
워싱턴치과교정과치과의원,02-552-3000,서울 서초구 서초대로77길 15 2층,5.0,0,https://blog.naver.com/w_smile
좋은얼굴삼풍치과의원,02-536-2275,서울 서초구 서초중앙로24길 27 G5센트럴프라자 2층 223~225호,,0,http://www.goodfacedent.com/
강남엔터치과의원,02-588-0275,서울 서초구 강남대로 349 우남빌딩 8층,5.0,0,http://www.gnenter.com/
서울더키즈치과의원,02-535-2275,서울 서초구 방배로 211 SM빌딩 2층,5.0,0,#none
81도치과교정과치과의원,02-6101-7579,서울 서초구 서초대로 286 서초프라자 2층 202호,4.8,0,http://81dental.com
서울이좋은치과의원,02-599-2119,서울 서초구 서초대로 317 건원빌딩 4층,4.2,0,http://www.egoodclinic.co.kr/
사람사랑치과의원,02-3482-7528,서울 서초구 강남대로 435 주류성빌딩 13층,0.0,0,http://www.srsr.co.kr
선플러스치과,02-583-7528,서울 서초구 서초대로 240 동일하이빌 2층 203~206호,4.0,0,http://www.cosmeticdent.kr/
케이에스치과의원,02-535-8275,서울 서초구 서초대로 307 장안빌딩 가동 7층 701호,3.5,0,#none
체리스마일치과의원,02-594-2888,서울 서초구 강남대로 421 삼영빌딩 4층,3.5,0,http://www.cherrysmile.co.kr
광덕안정치과의원 이수점,0503-7151-7656,서울 서초구 동작대로 130 3층,4.8,0,http://gdajdental.co.kr
김민겸치과의원,02-525-7575,서울 서초구 효령로 279 4층,4.3,0,#none
새이치과교정과치과의원,02-595-0422,서울 서초구 반포대로21길 3 이화빌딩 5층 501호,4.3,0,http://www.sai.co.kr
전혜림치과,02-587-0028,서울 서초구 효령로 18 3층,4.3,0,#none
재주좋은치과의원,02-584-2879,서울 서초구 서초대로 332 신승빌딩 3층,5.0,0,https://talentdentist.com/
서울원픽치과의원,02-567-5668,서울 서초구 동작대로 50 대일빌딩 5층,5.0,0,http://sgdental.co.kr
아름드리치과의원,02-512-2875,서울 서초구 강남대로 487 원빌딩 4층 401호,4.6,0,http://armtrees.com/
서울바른이앤유치과교정과치과의원,02-592-2875,서울 서초구 반포대로 291 원베일리스퀘어 4층 419~421호,3.8,0,http://www.mybarun.com
보라치과의원,02-586-0863,서울 서초구 동작대로 18 3층,5.0,0,#none
서울미소그린치과의원,02-548-2080,서울 서초구 강남대로 597 진미선빌딩 2층,4.5,0,http://sinsamiso.com
아빠의치과,02-532-9275,서울 서초구 서초중앙로 225 남도빌딩 6층,3.0,0,https://papadent.kr
서울양치과의원,02-2057-2875,서울 서초구 남부순환로350길 4 대진빌딩 4층 402호,5.0,0,https://www.seoulyang.com
서울니어치과의원,02-515-2180,서울 서초구 강남대로 621 K타워 14층,4.8,0,https://www.neardent.com
이을치과의원,02-595-0102,서울 서초구 서래로 49 4층,4.8,0,http://www.ieuldent.com/
공치과의원,02-3476-2875,서울 서초구 서초중앙로24길 18 현대빌딩 4층,4.8,0,http://www.kongdent.com
신성치과의원,02-547-0466,서울 서초구 강남대로 603 3층,,0,#none
강남모아치과의원,02-517-0428,서울 서초구 강남대로 543 국전빌딩 4층,5.0,0,http://dentalmore.kr
박건배치과의원,02-543-6056,서울 서초구 신반포로 332 우진빌딩 201호,0.0,0,#none
연세투핸즈치과교정과의원,0503-7153-9516,서울 서초구 잠원로4길 50 메이플자이근린생활시설 1동 3층 301~303호,0.0,0,https://www.yonseitwohands.com
남부치과의원,02-573-4435,서울 서초구 동산로 60 2층,5.0,0,#none
방배본치과의원,02-3482-2804,서울 서초구 동작대로 114 유문빌딩 8층,4.4,0,http://blog.naver.com/bondent2804
미플러스치과의원,02-515-7928,서울 서초구 강남대로 589 멀버리힐스메티컬타워 11층,4.5,0,https://www.e-miplus.com/
이가편한방배치과의원,02-598-2876,서울 서초구 방배로 81 유경빌딩 2층,3.9,0,http://www.2dental.co.kr
서울엘치과의원,02-532-2872,서울 서초구 신반포로 165 반포쇼핑 2동 2층 10~13호,4.7,0,https://서울엘치과.com/
서울로뎀치과의원 강남점,02-584-2871,서울 서초구 서초대로 272 아이비에스빌딩 4층,5.0,0,https://m.place.naver.com/hospital/19978111/home?entry=pll#accessorBanner
필치과병원,02-593-0725,서울 서초구 방배로 245 현대클리닉빌딩 3층,3.0,0,#none
임플란티아치과의원,02-589-0222,서울 서초구 논현로 87 삼호물산빌딩 B동 302호,5.0,0,http://www.implantia.com/gn/
서울턱치과,02-548-2801,서울 서초구 강남대로85길 5 대유빌딩 5층,4.5,0,http://www.seoulomfs.com
강남세브란스치과의원,02-2057-3328,서울 서초구 남부순환로 2606 금정빌딩 303호,3.4,0,#none
이윤희치과,02-595-0667,서울 서초구 사평대로26길 59,3.0,0,#none
어울림치과의원,02-3472-2875,서울 서초구 효령로74길 4 우담빌딩 5층,5.0,0,https://www.instagram.com/eoullim1004/
김승수치과의원,02-534-2804,서울 서초구 서초대로65길 13-10 303호,5.0,0,#none
느티나무치과의원,02-515-7714,서울 서초구 청룡마을길 4-3 1층,4.0,0,#none
웃는바른이치과교정과치과의원,02-593-0077,"서울 서초구 서초대로 13 방배마에스트로 1동 2층 201,202호",4.4,0,http://www.smilebarune.com
덴토피아치과,02-599-2847,서울 서초구 서초중앙로24길 17 베아따빌딩 2층,5.0,0,#none
제트구강악안면외과치과의원,02-3463-2010,서울 서초구 서초대로78길 26 강남선인빌딩 5층,4.9,0,http://www.jtomfs.com
오케이플란트치과의원,1644-2835,서울 서초구 마방로2길 94 OSL빌딩 3층,,0,#none
서래선치과의원,02-537-2879,서울 서초구 서래로 48 2층 202호,5.0,0,http://seoraesun-dental.com/
센트럴치과 강남점,02-3477-7705,"서울 서초구 사평대로56길 7 유앤아이빌딩 2층 201,202,207~209,211,212호",4.3,0,http://www.central28.com
넥스덴치과,02-595-0500,서울 서초구 사평대로 116,0.0,0,http://www.nexden.com
루덴치과의원 남부터미널점,02-3487-0028,서울 서초구 서초중앙로 36 준영빌딩 5층 2호,4.4,0,http://blog.naver.com/paxdens
서울고운이치과,02-6084-2828,서울 서초구 고무래로 22 쌍동빌딩 서관 3층 301호,,0,http://www.gounsdental.com
내치과의원,02-588-1232,서울 서초구 동작대로 38 우림빌딩 3층,5.0,0,#none
박공현치과의원,02-599-5276,서울 서초구 서초대로 35 한양빌딩 3층,5.0,0,#none
미드림치과의원,02-586-7528,서울 서초구 방배로 104 안혜빌딩 301호,5.0,0,#none
서울제이에스치과,02-583-2807,서울 서초구 반포대로 58 서초아트자이 상가 222~229호,3.5,0,https://www.jsdent.co.kr/
메트로치과의원,02-3463-2228,서울 서초구 논현로19길 15 양재빌딩 2층,4.0,0,#none
이살리는치과의원 신논현역점,070-4138-2854,서울 서초구 강남대로 449 영신빌딩 2층,0.0,0,https://www.instagram.com/saveteeth_minish/
김훈바른이치과교정과치과,02-3487-2875,서울 서초구 서초대로 310 소망빌딩 2층,3.3,0,http://www.goodteeth.co.kr/
강남젠틀치과의원,02-6253-2828,"서울 서초구 강남대로 455 강남태영데시앙루브 2층 206,207호",,0,http://gangnamgentle.com/
홈플란트치과의원,02-521-2871,서울 서초구 서초대로54길 24 5층,4.9,0,https://blog.naver.com/homeplant
정으로가는치과의원,02-597-2875,서울 서초구 서초대로 316 하림인터내셔날오피스텔 4층 402호,4.0,0,https://blog.naver.com/jungdent11
연세정직한치과의원,02-582-7575,"서울 서초구 과천대로 946 201,202호",4.1,0,#none
비앤씨치과의원,02-532-8675,서울 서초구 반포대로 287 반포래미안중심상가 3층 329~332호,5.0,0,#none
아트부부치과,02-6497-2828,서울 서초구 반포대로 38 와라빌딩 3층,4.5,0,https://blog.naver.com/artbubu1
서울파스텔치과의원,02-3478-9092,서울 서초구 신반포로33길 27,5.0,0,#none
서울이웰치과의원,02-3477-0707,서울 서초구 동작대로 134 가나안빌딩 7층,4.9,0,#none
미시간순치과의원,02-575-5487,서울 서초구 논현로17길 4 3층,4.0,0,#none
이석민치과의원,0502-5553-2086,서울 서초구 잠원로4길 50 메이플자이 상가 서관3층 315~318호,0.0,0,#none
강남믿음치과의원,02-3482-2833,서울 서초구 서초대로73길 7 우송빌딩 7층,4.5,0,#none
강남교정치과&반포치아교정 강남 역 아너스치과교정과치과의원,02-599-4001,서울 서초구 잠원로3길 40 태남빌딩 3층,2.6,0,http://snudentist.com
성락치과의원,02-537-1692,서울 서초구 방배로 215,5.0,0,#none
성원치과의원,02-587-2875,서울 서초구 사임당로 38,4.4,0,#none
정문섭치과,02-522-6994,서울 서초구 효령로 181 영일빌딩 301호,3.9,0,#none
교대사랑이치과의원,02-532-5559,서울 서초구 서초대로 325 영문빌딩 4층,4.7,0,#none
골든시니어치과의원,02-3474-2804,서울 서초구 서초대로 24 새한빌딩 5층,4.3,0,http://goldensdental.com
서초법원치과의원,02-537-7525,서울 서초구 고무래로 6-3,0.0,0,#none
신상완치과의원,02-6482-2000,서울 서초구 동작대로 68 신진오피스 2층,0.0,0,http://www.sswdent.com
방배화이트플란트치과의원,02-533-2080,서울 서초구 동작대로 190 301호,1.0,0,#none
최정원치과의원,02-3487-5643,서울 서초구 논현로 139 대흥빌딩 302호,5.0,0,#none
지성준치과의원,02-574-4573,서울 서초구 바우뫼로7길 8,4.2,0,#none
수바른이치과,02-586-2275,서울 서초구 강남대로 341 삼원빌딩 6층,4.9,0,http://www.subarune.co.kr/
방배이튼치과의원,02-593-2804,서울 서초구 방배로 174 태창빌딩 3층,4.9,0,http://bbeton.co.kr
화이트이치과의원,1544-2944,서울 서초구 강남대로 337 7층,4.2,0,https://www.white2.co.kr/
오르세치과의원,02-6243-2875,서울 서초구 서초대로77길 62 강남역 IPARK L3층 304~306호,5.0,0,http://www.orsayclinic.com
박성호치과의원,02-2059-5928,"서울 서초구 양재대로11길 36 가동 309,310호",0.0,0,#none
주혜연치과의원,02-586-5841,서울 서초구 효령로 223 JY빌딩 2층,4.6,0,#none
미담치과의원,02-521-2875,서울 서초구 명달로 58 4층 401호,,0,#none
예원치과,02-583-2875,서울 서초구 방배로 115 3층,4.2,0,https://blog.naver.com/dryewon
서초주니어치과,02-6954-2874,서울 서초구 청계산로9길 70 내곡SH플라자 2층 208호,0.0,0,#none
연세이엔이치과의원,02-2691-2875,서울 서초구 신반포로 131 반포우체국 5층,,0,http://www.enedental.co.kr/
연세보스톤치과의원,02-2138-2837,서울 서초구 잠원로4길 50 메이플자이단지내상가동 4층 2-406~408호,0.0,0,https://blog.naver.com/ysbostondent
우면본치과,02-573-2835,서울 서초구 바우뫼로7길 3 중평빌딩 501호,4.5,0,#none
서초삼성치과의원,02-2057-2275,서울 서초구 바우뫼로 175 3층,3.7,0,#none
박재하 치과,02-3474-2875,서울 서초구 강남대로 263,5.0,0,#none
하상현치과,02-584-2833,서울 서초구 방배로 91,4.9,0,#none
연세키즈앤틴즈치과의원,02-592-2879,서울 서초구 서초중앙로 227 진일빌딩 5층 501호,0.0,0,http://www.kidsnteens.co.kr
양재예스치과의원,02-579-7509,서울 서초구 강남대로 224 양재한신휴플러스 303호,4.2,0,#none
연세좋은치과의원,02-525-2875,서울 서초구 방배천로 5-3 4층,2.3,0,#none
이미지치과의원,02-3454-0543,서울 서초구 사평대로 360 양지빌딩 2층,4.6,0,http://blog.naver.com/drsu312
닥터뉴욕치과,02-542-7700,서울 서초구 강남대로 613 성락빌딩 4층,4.3,0,http://www.drny.co.kr
내곡웰치과의원,02-3461-2879,서울 서초구 헌릉로8길 9-8 4층 402호,,0,http://welldents.com
광림치과의원,02-593-6062,서울 서초구 서초대로 3-4 대우디오슈페리움 1차 308호,4.3,0,#none
박치과의원,02-584-4829,서울 서초구 효령로46길 5,5.0,0,#none
서울참조은치과의원 방배점,02-3474-2800,서울 서초구 방배로 103 디엠타워 3층,5.0,0,http://www.choeundental.com/
하이안치과,02-3478-2879,서울 서초구 반포대로 287 3호 307~308호,5.0,0,http://www.highan.com
서울필치과,02-599-7452,서울 서초구 신반포로 189,4.8,0,#none
와이구강악안면외과 치과의원,02-546-5252,서울 서초구 강남대로 527 브랜드칸타워 3층,,0,https://whydental.co.kr/
반포치과의원,02-533-2875,서울 서초구 방배로 144 3층,0.0,0,#none
서인치과의원,02-577-2877,서울 서초구 남부순환로 2624 부영빌딩 2층,5.0,0,#none
인치과의원,02-3477-6682,서울 서초구 서래로6길 4 3층,4.6,0,#none
미소라움치과의원 강남역,02-584-2828,서울 서초구 강남대로 375 서초현대타워 3층 302~307호,,0,http://www.gangnammiso.com/
도담도담키즈치과의원,02-575-2879,서울 서초구 양재대로2길 116-6 서초프라자 301호,0.0,0,http://blog.naver.com/dodamdental
예스치과 서초점,02-3461-2833,서울 서초구 태봉로 62 303호,4.3,0,http://www.yesdent.net
김동욱치과,02-576-2811,서울 서초구 논현로 75 3층,3.7,0,#none
심플인플란트치과의원,02-599-2775,서울 서초구 동작대로 118 예다인프라자빌딩 4층,5.0,0,#none
화이트플란트치과의원,02-523-4422,서울 서초구 서초중앙로24길 35 로고스빌딩 3층,0.0,0,http://www.whiteplant.co.kr/
연세더편한치과의원,02-529-2804,서울 서초구 태봉로 68 우면프라자 402호,4.3,0,#none
서울가지런이치과 교정과치과의원,02-541-5228,서울 서초구 사평대로57길 54 3층,4.5,0,#none
아나플란트치과의원,02-3452-2875,서울 서초구 서초중앙로 130 일이타워 4층,,0,http://www.anaplant.com
덴탑치과의원,02-568-3328,서울 서초구 강남대로 331 광일빌딩 5층,0.0,0,http://www.dentopclinic.com/
서울호호치과,02-3474-5075,서울 서초구 남부순환로347길 13 3층,4.2,0,#none
서울명인치과의원,02-532-2850,서울 서초구 동광로1길 112,4.3,0,#none
더바른치과의원,02-2135-5758,서울 서초구 서초중앙로 238,5.0,0,#none
올치과,02-521-7522,서울 서초구 방배로 22,1.0,0,#none
코코치과의원,02-537-2875,서울 서초구 고무래로10길 5 5층,4.6,0,#none
초이스치과의원,02-576-2807,서울 서초구 강남대로 221 2층,5.0,0,#none
김영호치과의원,02-532-2875,서울 서초구 신반포로 219 반포쇼핑타운 8동 318호,5.0,0,#none
서초힐치과,02-575-2804,"서울 서초구 중앙로 582 서초타워 4층 402, 403호",5.0,0,#none
서울아트치과의원,02-562-3528,서울 서초구 강남대로53길 12 솔라티움시티강남 3층 308호,4.4,0,#none
서울이엔이치과의원,02-598-2275,서울 서초구 서초대로 302 교대역인앤인오피스 4층 401호,,0,#none
서울원치과,02-593-2878,서울 서초구 신반포로 257 뉴타운상가 4층,5.0,0,#none
반포이치과의원,02-532-2828,서울 서초구 고무래로 32 반포트라이엄프메딕스빌딩 3층 302호,5.0,0,http://blog.naver.com/banpoleedental
최남식치과의원,02-599-3261,서울 서초구 동광로 1,5.0,0,#none
시크릿치과의원,02-521-2804,서울 서초구 방배로 95 서경빌딩 4층,4.3,0,http://www.secretdental.co.kr
민치과의원,0502-5550-9811,서울 서초구 서초중앙로22길 25 서초리시온상가 205호,5.0,0,#none
화인치과의원,02-534-2132,서울 서초구 방배로 195 204호,4.5,0,#none
서초부부치과,02-535-2875,서울 서초구 서초대로 323,1.0,0,#none
백영완치과의원,02-3474-7528,"서울 서초구 사임당로 157 릿타워 4층 405,406호",3.2,0,http://www.qdental.co.kr/
연세자연애치과의원,02-576-2275,서울 서초구 헌릉로 176 3층,5.0,0,#none
스마일어게인치과교정과치과의원 서울강남점,02-566-2833,서울 서초구 서초대로 397 부띠크모나코 2층 204호,5.0,0,http://www.saoc.co.kr
케이치과의원,02-523-3993,"서울 서초구 서초중앙로 18 208,209호",2.7,0,http://www.laser-implant.co.kr/
서울예인치과의원,02-3474-2870,서울 서초구 강남대로 359 대우도씨에빛2 308~310호,5.0,0,#none
한국치과의원,02-529-2877,서울 서초구 청계산로 195 프라임시티 2층 201호,4.8,0,#none
신반포치과의원,02-591-2858,서울 서초구 신반포로15길 29,5.0,0,#none
연세미치과,02-585-7528,서울 서초구 강남대로 375 501호,5.0,0,#none
화이트 스마일치과의원,02-597-3275,서울 서초구 서초대로 240 서초동일하이빌 310호,3.9,0,#none
스마일치과,02-529-7865,서울 서초구 논현로19길 11 아림빌딩 3층,3.8,0,#none
김앤이치과의원,02-2055-2875,서울 서초구 강남대로 341 삼원빌딩 602호,4.0,0,http://www.oksmile.kr/
가톨릭대학교 서울성모병원 치과,1588-1511,서울 서초구 반포대로 222 본관 4층,0.0,0,https://www.cmcseoul.or.kr/page/main
센트럴연세치과의원,02-6282-2875,서울 서초구 신반포로 지하 188 파미에스테이션 1층,5.0,0,#none
리움치과의원,02-532-2728,서울 서초구 방배로 195 2층,5.0,0,#none
최앤최치과의원,02-587-9960,"서울 서초구 서초중앙로 69 르네상스오피스텔 407,408호",3.0,0,#none
백옥치과의원,02-537-5375,서울 서초구 서초중앙로 142 삼하빌딩 4층,3.7,0,http://www.whitegem.co.kr/
서초하나로치과의원,02-577-7522,서울 서초구 양재대로2길 116-19 하나로마트 2층 204호,4.6,0,https://schanarodental-mo.imweb.me
서울서이치과,02-6324-2875,서울 서초구 사임당로 158 서초리더스원상가 5층 507~508호,4.8,0,http://seoulseoi.com
연세에이플란트치과의원,02-565-2879,서울 서초구 강남대로 463 리젠메디칼타워 4층 401~402호,4.4,0,http://www.yaplant.com
서울연세조이치과의원,1899-2820,서울 서초구 방배로 12 현대맨션 102호,4.8,0,http://choleedental.co.kr/main/main.php
서울심미치과의원,02-535-7528,서울 서초구 강남대로 465 교보타워 A동 3층,,0,http://www.seoulsimmi.com
가이드치과의원,02-6300-8988,서울 서초구 강남대로 27 aT센터 지하1층 17호,4.0,0,https://blog.naver.com/guide8988
서울본치과,02-535-2828,서울 서초구 잠원로3길 40,4.1,0,http://www.goodimplant.com/
서울선부부치과,02-523-2804,서울 서초구 방배로 36 이삭빌딩 2층,1.0,0,#none
논현수치과의원,02-514-7528,"서울 서초구 신반포로 332 우진빌딩 2층 202,203호",5.0,0,https://blog.naver.com/hibotox
서래치과의원,02-595-0028,서울 서초구 서래로 39 가송빌딩 3층,5.0,0,#none
이수치과의원,02-581-7528,서울 서초구 서초대로 6 미송타워 5층,5.0,0,http://www.isudent.co.kr
서울하이엔드치과의원,02-6013-7522,서울 서초구 잠원로 24 반포자이플라자 1동 5층 512호,,0,#none
서울귀한이치과병원,02-523-2875,서울 서초구 잠원로 24 4층,5.0,0,#none
중앙치과의원,02-571-7528,서울 서초구 남부순환로 2614 한솔상가 303호,0.0,0,#none
굿모닝치과의원,02-3463-7528,서울 서초구 매헌로 34,3.7,0,#none
김지연소아치과치과의원,02-6953-2245,서울 서초구 잠원로 24 반포자이플라자 5층 507호,5.0,0,#none
조혜연치과의원,02-584-2875,서울 서초구 방배로 93 보령빌딩 2층,3.4,0,#none
이완승치과의원,02-573-7510,서울 서초구 바우뫼로 89,5.0,0,#none
디오연세치과의원,02-534-0075,서울 서초구 나루터로 43 4층,5.0,0,http://www.dodental.co.kr
그루터기치과 이수점,02-534-2975,서울 서초구 동작대로 118 방배예다인프라자 5층 504호,5.0,0,http://www.giving-tree.co.kr
최진석치과,02-525-1017,서울 서초구 방배로 97 2층,4.8,0,#none
윤병호치과의원,02-575-7582,서울 서초구 바우뫼로 23,0.0,0,#none
문치과의원,02-593-2875,서울 서초구 서초대로 13 방배 마에스트로 지하층 101~102호,3.9,0,https://moonsdentalclinic.com/
서래보스톤치과,02-3482-0028,서울 서초구 서래로8길 1 보스톤빌딩 5층,,0,http://www.e-boston.co.kr
서리풀치과의원,02-6272-9000,서울 서초구 방배로 162 예광빌딩 2층,0.0,0,#none
리니어치과의원,02-3486-2300,서울 서초구 효령로55길 23 동산빌딩 1층,1.0,0,#none
정찬권에이블치과의원,02-3477-0012,서울 서초구 서초중앙로 156 블루원빌딩 6층 602호,5.0,0,#none
조경치과의원,02-535-1599,서울 서초구 고무래로 26,4.0,0,#none
연세차인호치과의원,02-588-2804,서울 서초구 효령로 403,5.0,0,#none
푸른서울치과의원,02-594-2275,서울 서초구 서초중앙로 227 3층,5.0,0,http://psdental.co.kr
서울원베일리치과의원,02-3478-9930,"서울 서초구 반포대로 291 래미안 원베일리 4층 416,417호",3.0,0,#none
더강한치과의원,02-523-2822,서울 서초구 방배로 83 방배센트럴빌딩 4층,4.4,0,http://tkhdental.com/
하늘사랑치과의원,02-584-7227,서울 서초구 사임당로 171 EWR빌딩 3층,4.4,0,http://www.skylovedent.co.kr/
연세좋은손치과의원 교대본점,02-525-2804,서울 서초구 서초대로 304 강한미크리닉빌딩 3층,4.6,0,http://goodhand2875.com
아이들치과의원,02-591-2275,서울 서초구 서초중앙로 245 강남빌딩 2층,3.7,0,http://www.aidledental.co.kr/
닥터홍바른치과의원,02-3462-2879,서울 서초구 강남대로 220 연우빌딩 3층,5.0,0,http://www.doctorhong.co.kr
윤동주치과의원,02-577-1275,서울 서초구 강남대로10길 21,3.0,0,#none
봄치과의원,02-537-6124,서울 서초구 신반포로 177 반포쇼핑타운 3동 3층 310호,,0,http://blog.naver.com/bomdent-
고운이치과의원,02-3474-3952,"서울 서초구 사임당로 143 크로스143 303,304호",4.0,0,#none
예담치과의원,02-598-2828,서울 서초구 서초중앙로 99,3.0,0,#none
기쁜마음치과의원,02-534-0002,서울 서초구 서초대로78길 44 서초나산스위트 3층 301호,2.5,0,#none
